Depth,K
m,%
1076.42,0.706175
1076.52,0.720029
1076.62,0.737657
1076.72,0.775138
1076.82,0.830192
1076.92,0.878981
1077.02,0.898057
1077.12,0.883325
1077.22,0.841788
1077.32,0.788339
1077.42,0.734639
1077.52,0.689621
1077.62,0.666864
1077.72,0.674065
1077.82,0.704325
1077.92,0.746631
1078.02,0.796489
1078.12,0.844388
1078.22,0.873719
1078.32,0.871199
1078.42,0.837747
1078.52,0.788225
1078.62,0.746463
1078.72,0.731156
1078.82,0.757328
1078.92,0.828917
1079.02,0.925177
1079.12,0.997863
1079.22,1.00508
1079.32,0.932377
1079.42,0.797857
1079.52,0.639595
1079.62,0.500823
1079.72,0.412373
1079.82,0.385143
1079.92,0.409411
1080.02,0.46095
1080.12,0.511093
1080.22,0.540787
1080.32,0.543521
1080.42,0.52441
1080.52,0.495958
1080.62,0.47719
1080.72,0.484919
1080.82,0.518531
1080.92,0.566894
1081.02,0.607034
1081.12,0.618253
1081.22,0.605586
1081.32,0.591501
1081.42,0.591357
1081.52,0.599997
1081.62,0.599712
1081.72,0.574172
1081.82,0.522767
1081.92,0.468817
1082.02,0.443097
1082.12,0.462946
1082.22,0.524722
1082.32,0.595964
1082.42,0.648454
1082.52,0.677236
1082.62,0.69452
1082.72,0.712789
1082.82,0.734266
1082.92,0.750701
1083.02,0.75198
1083.12,0.735242
1083.22,0.709732
1083.32,0.683822
1083.42,0.665227
1083.52,0.650037
1083.62,0.6302
1083.72,0.606716
1083.82,0.592751
1083.92,0.600163
1084.02,0.627844
1084.12,0.661926
1084.22,0.687611
1084.32,0.691473
1084.42,0.676564
1084.52,0.658205
1084.62,0.650002
1084.72,0.652149
1084.82,0.656142
1084.92,0.648064
1085.02,0.620757
1085.12,0.583838
1085.22,0.553559
1085.32,0.539284
1085.42,0.543313
1085.52,0.558521
1085.62,0.570807
1085.72,0.575284
1085.82,0.577352
1085.92,0.580496
1086.02,0.582136
1086.12,0.572545
1086.22,0.541958
1086.32,0.500062
1086.42,0.464537
1086.52,0.451756
1086.62,0.469586
1086.72,0.513681
1086.82,0.557444
1086.92,0.572219
1087.02,0.54944
1087.12,0.507892
1087.22,0.478196
1087.32,0.483247
1087.42,0.518572
1087.52,0.561886
1087.62,0.587634
1087.72,0.580351
1087.82,0.541164
1087.92,0.490158
1088.02,0.448983
1088.12,0.423128
1088.22,0.40585
1088.32,0.387119
1088.42,0.359869
1088.52,0.331351
1088.62,0.319765
1088.72,0.340185
1088.82,0.398043
1088.92,0.48954
1089.02,0.604711
1089.12,0.721664
1089.22,0.814159
1089.32,0.860239
1089.42,0.854892
1089.52,0.812543
1089.62,0.763409
1089.72,0.738057
1089.82,0.75327
1089.92,0.793793
1090.02,0.825596
1090.12,0.815102
1090.22,0.753887
1090.32,0.664793
1090.42,0.583375
1090.52,0.545281
1090.62,0.569106
1090.72,0.647404
1090.82,0.751759
1090.92,0.850273
1091.02,0.923337
1091.12,0.96409
1091.22,0.972582
1091.32,0.959057
1091.42,0.930394
1091.52,0.895341
1091.62,0.859918
1091.72,0.827336
1091.82,0.798181
1091.92,0.771486
1092.02,0.749804
1092.12,0.733837
1092.22,0.718196
1092.32,0.69521
1092.42,0.660113
1092.52,0.618324
1092.62,0.579494
1092.72,0.554397
1092.82,0.554064
1092.92,0.579256
1093.02,0.617835
1093.12,0.646741
1093.22,0.657885
1093.32,0.652655
1093.42,0.639929
1093.52,0.635301
1093.62,0.658022
1093.72,0.722238
1093.82,0.831691
1093.92,-999.25
1094.02,-999.25
1094.12,-999.25
1094.22,1.09033
1094.32,0.993341
1094.42,0.864214
1094.52,0.747539
1094.62,0.671576
1094.72,0.636601
1094.82,0.635186
1094.92,0.650336
1095.02,0.661263
1095.12,0.657892
1095.22,0.638307
1095.32,0.611481
1095.42,0.586181
1095.52,0.575245
1095.62,0.584468
1095.72,0.605722
1095.82,0.625619
1095.92,0.634766
1096.02,0.631842
1096.12,0.631557
1096.22,0.648932
1096.32,0.68926
1096.42,0.747229
1096.52,0.808981
1096.62,0.850755
1096.72,0.86024
1096.82,0.841151
1096.92,0.810902
1097.02,0.791995
1097.12,0.79799
1097.22,0.826026
1097.32,0.864178
1097.42,0.895666
1097.52,0.905841
1097.62,0.886847
1097.72,0.8432
1097.82,0.785864
1097.92,0.729698
1098.02,0.691939
1098.12,0.68782
1098.22,0.720871
1098.32,0.773286
1098.42,0.806331
1098.52,0.785986
1098.62,0.704218
1098.72,0.574016
1098.82,0.424568
1098.92,0.289089
1099.02,0.19324
1099.12,0.147905
1099.22,0.149004
1099.32,0.181427
1099.42,0.231951
1099.52,0.297043
1099.62,0.372875
1099.72,0.449244
1099.82,0.513283
1099.92,0.553335
1100.02,0.560394
1100.12,0.530907
1100.22,0.474565
1100.32,0.420106
1100.42,0.404815
1100.52,0.454057
1100.62,0.551506
1100.72,0.658732
1100.82,0.742405
1100.92,0.786987
1101.02,0.790132
1101.12,0.764194
1101.22,0.725239
1101.32,0.681025
1101.42,0.629682
1101.52,0.575373
1101.62,0.529919
1101.72,0.506452
1101.82,0.506428
1101.92,0.519518
1102.02,0.538697
1102.12,0.566273
1102.22,0.604054
1102.32,0.641267
1102.42,0.665101
1102.52,0.663214
1102.62,-999.25
1102.72,-999.25
1102.82,-999.25
1102.92,-999.25
1103.02,-999.25
1103.12,0.457769
1103.22,0.429801
1103.32,0.38794
1103.42,0.346166
1103.52,0.322239
1103.62,0.331427
1103.72,0.381119
1103.82,0.467218
1103.92,0.576465
1104.02,0.688277
1104.12,0.782544
1104.22,0.845099
1104.32,0.871258
1104.42,0.864656
1104.52,0.836942
1104.62,0.804012
1104.72,0.770353
1104.82,0.736384
1104.92,0.702089
1105.02,0.664187
1105.12,0.620585
1105.22,0.575274
1105.32,0.54001
1105.42,0.523472
1105.52,0.526003
1105.62,0.545317
1105.72,0.576844
1105.82,0.60878
1105.92,0.630882
1106.02,0.643288
1106.12,0.656844
1106.22,0.685968
1106.32,0.728399
1106.42,0.771668
1106.52,0.801436
1106.62,0.808974
1106.72,0.795205
1106.82,0.775035
1106.92,0.771195
1107.02,0.793313
1107.12,0.827014
1107.22,0.847531
1107.32,0.829097
1107.42,0.762238
1107.52,0.660985
1107.62,0.553576
1107.72,0.465681
1107.82,0.415239
1107.92,0.401686
1108.02,0.412733
1108.12,0.434183
1108.22,0.449703
1108.32,0.451593
1108.42,0.44748
1108.52,0.450694
1108.62,0.467408
1108.72,0.492673
1108.82,0.513426
1108.92,0.512215
1109.02,0.475698
1109.12,0.410717
1109.22,0.349949
1109.32,0.335461
1109.42,0.382272
1109.52,0.476951
1109.62,0.588598
1109.72,0.689042
1109.82,0.764194
1109.92,0.812948
1110.02,0.832061
1110.12,0.818018
1110.22,0.7709
1110.32,0.698209
1110.42,0.615189
1110.52,0.542874
1110.62,0.492422
1110.72,0.458374
1110.82,0.427746
1110.92,0.385777
1111.02,0.32984
1111.12,0.274521
1111.22,0.235085
1111.32,0.216318
1111.42,0.219297
1111.52,0.242143
1111.62,0.28673
1111.72,0.349896
1111.82,0.418368
1111.92,0.48548
1112.02,0.550159
1112.12,0.607757
1112.22,0.649799
1112.32,0.668804
1112.42,0.669253
1112.52,0.666893
1112.62,0.673802
1112.72,0.687794
1112.82,0.69565
1112.92,0.691036
1113.02,0.673682
1113.12,0.653857
1113.22,0.656865
1113.32,0.692877
1113.42,0.748877
1113.52,0.796302
1113.62,0.811628
1113.72,0.80028
1113.82,0.785198
1113.92,0.784528
1114.02,0.800937
1114.12,0.823682
1114.22,0.84575
1114.32,0.859668
1114.42,0.867887
1114.52,0.874248
1114.62,0.875435
1114.72,0.863238
1114.82,0.824682
1114.92,0.762741
1115.02,0.692993
1115.12,0.633377
1115.22,0.603792
1115.32,0.611553
1115.42,0.65309
1115.52,0.716259
1115.62,0.783377
1115.72,0.841972
1115.82,0.880374
1115.92,0.899506
1116.02,0.906675
1116.12,0.912432
1116.22,0.928228
1116.32,0.951131
1116.42,0.97289
1116.52,0.97705
1116.62,0.952964
1116.72,0.905838
1116.82,0.845602
1116.92,0.783862
1117.02,0.732509
1117.12,0.690462
1117.22,0.660407
1117.32,0.654667
1117.42,0.689602
1117.52,0.764897
1117.62,0.862583
1117.72,0.956709
1117.82,1.02192
1117.92,1.05498
1118.02,1.07931
1118.12,1.11476
1118.22,1.17067
1118.32,1.23528
1118.42,1.28666
1118.52,1.30669
1118.62,1.29098
1118.72,1.24707
1118.82,1.18636
1118.92,1.12414
1119.02,1.08386
1119.12,1.07793
1119.22,1.1131
1119.32,1.18255
1119.42,1.26437
1119.52,1.3371
1119.62,1.386
1119.72,1.40742
1119.82,1.40077
1119.92,1.37789
1120.02,1.35328
1120.12,1.33072
1120.22,1.31305
1120.32,1.29389
1120.42,1.25563
1120.52,1.19849
1120.62,1.12956
1120.72,1.06633
1120.82,1.02916
1120.92,1.02147
1121.02,1.01976
1121.12,0.997244
1121.22,0.949093
1121.32,0.888014
1121.42,0.834069
1121.52,0.803039
1121.62,0.789886
1121.72,0.780372
1121.82,0.765658
1121.92,0.750161
1122.02,0.747765
1122.12,0.764218
1122.22,0.788255
1122.32,0.797026
1122.42,0.779136
1122.52,0.73614
1122.62,0.680252
1122.72,0.625659
1122.82,0.580423
1122.92,0.549561
1123.02,0.535834
1123.12,0.536178
1123.22,0.545576
1123.32,0.552541
1123.42,0.541299
1123.52,0.50519
1123.62,0.461018
1123.72,0.437506
1123.82,0.449308
1123.92,0.493671
1124.02,0.561742
1124.12,0.640506
1124.22,0.710042
1124.32,0.752615
1124.42,0.761675
1124.52,0.745309
1124.62,0.721009
1124.72,0.704625
1124.82,0.71588
1124.92,0.754756
1125.02,0.79223
1125.12,0.787256
1125.22,0.712039
1125.32,0.577935
1125.42,0.424658
1125.52,0.293651
1125.62,0.213795
1125.72,0.192172
1125.82,0.220697
1125.92,0.271536
1126.02,0.321567
1126.12,0.367674
1126.22,0.408534
1126.32,0.443834
1126.42,0.482082
1126.52,0.522083
1126.62,0.554004
1126.72,0.569737
1126.82,0.560216
1126.92,0.519351
1127.02,0.460028
1127.12,0.410538
1127.22,0.392269
1127.32,0.419725
1127.42,0.494724
1127.52,0.596535
1127.62,0.703659
1127.72,0.794883
1127.82,0.84252
1127.92,0.837434
1128.02,0.794288
1128.12,0.735479
1128.22,0.68581
1128.32,0.677098
1128.42,0.721656
1128.52,0.793749
1128.62,0.854884
1128.72,0.870536
1128.82,0.824765
1128.92,0.730898
1129.02,0.613986
1129.12,0.494528
1129.22,0.390113
1129.32,0.31848
1129.42,0.287788
1129.52,0.295944
1129.62,0.336044
1129.72,0.390983
1129.82,0.437004
1129.92,0.457561
1130.02,0.453111
1130.12,0.436147
1130.22,0.423624
1130.32,0.42032
1130.42,0.415094
1130.52,0.403745
1130.62,0.404612
1130.72,0.437527
1130.82,0.505809
1130.92,0.594636
1131.02,0.676304
1131.12,0.716487
1131.22,0.694251
1131.32,0.620668
1131.42,0.52611
1131.52,0.437338
1131.62,0.364664
1131.72,0.303406
1131.82,0.257468
1131.92,0.240998
1132.02,0.259578
1132.12,0.309698
1132.22,0.386816
1132.32,0.480153
1132.42,0.571803
1132.52,0.646382
1132.62,0.69402
1132.72,0.704885
1132.82,0.675682
1132.92,0.616719
1133.02,0.549321
1133.12,0.507737
1133.22,0.516596
1133.32,0.578852
1133.42,0.673278
1133.52,0.761261
1133.62,0.812377
1133.72,0.812832
1133.82,0.775713
1133.92,0.7322
1134.02,0.707123
1134.12,0.707526
1134.22,0.720628
1134.32,0.730006
1134.42,0.733312
1134.52,0.751561
1134.62,0.806808
1134.72,0.894502
1134.82,0.984261
1134.92,1.03666
1135.02,1.02757
1135.12,0.971528
1135.22,0.914554
1135.32,0.90728
1135.42,0.96641
1135.52,1.06349
1135.62,1.13425
1135.72,1.13605
1135.82,1.07024
1135.92,0.974623
1136.02,0.906961
1136.12,0.903115
1136.22,0.964024
1136.32,1.0651
1136.42,1.16705
1136.52,1.23933
1136.62,1.27218
1136.72,1.26712
1136.82,1.21743
1136.92,1.1171
1137.02,0.981048
1137.12,0.839938
1137.22,0.724418
1137.32,0.670101
1137.42,0.704848
1137.52,0.821002
1137.62,0.975479
1137.72,1.10507
1137.82,1.15193
1137.92,1.09657
1138.02,0.966166
1138.12,0.817316
1138.22,0.703914
1138.32,0.659605
1138.42,0.679248
1138.52,0.715353
1138.62,0.728685
1138.72,0.709242
1138.82,0.662497
1138.92,0.601547
1139.02,0.544621
1139.12,0.503132
1139.22,0.478685
1139.32,0.465599
1139.42,0.460544
1139.52,0.462476
1139.62,0.47005
1139.72,0.482683
1139.82,0.498408
1139.92,0.51188
1140.02,0.522609
1140.12,0.530966
1140.22,0.541598
1140.32,0.565095
1140.42,0.611718
1140.52,0.678514
1140.62,0.756495
1140.72,0.837423
1140.82,0.91223
1140.92,0.966499
1141.02,0.989644
1141.12,0.98169
1141.22,0.963292
1141.32,0.962056
1141.42,0.998269
1141.52,1.0683
1141.62,1.15085
1141.72,1.20678
1141.82,1.19964
1141.92,1.1189
1142.02,0.991864
1142.12,0.864749
1142.22,0.77488
1142.32,0.726209
1142.42,0.703032
1142.52,0.686824
1142.62,0.673635
1142.72,0.669275
1142.82,0.684619
1142.92,0.72384
1143.02,0.771807
1143.12,0.799739
1143.22,0.793603
1143.32,0.767978
1143.42,0.750999
1143.52,0.762053
1143.62,0.806225
1143.72,0.876777
1143.82,0.971921
1143.92,1.082
1144.02,1.17985
1144.12,1.2287
1144.22,1.19539
1144.32,1.06703
1144.42,0.859208
1144.52,0.619111
1144.62,0.405635
1144.72,0.254301
1144.82,0.174692
1144.92,0.142783
1145.02,0.128541
1145.12,0.117667
1145.22,0.109508
1145.32,0.113312
1145.42,0.133335
1145.52,0.16839
1145.62,0.209404
1145.72,0.24487
1145.82,0.267322
1145.92,0.276761
1146.02,0.278689
1146.12,0.274819
1146.22,0.262127
1146.32,0.237738
1146.42,0.200266
1146.52,0.162148
1146.62,0.146929
1146.72,0.176733
1146.82,0.259289
1146.92,0.37488
1147.02,0.487645
1147.12,0.558681
1147.22,0.578736
1147.32,0.581779
1147.42,0.61128
1147.52,0.689786
1147.62,0.802619
1147.72,0.905145
1147.82,0.950286
1147.92,0.91397
1148.02,0.808627
1148.12,0.676622
1148.22,0.565562
1148.32,0.509451
1148.42,0.509078
1148.52,0.554331
1148.62,0.629272
1148.72,0.703959
1148.82,0.744833
1148.92,0.74059
1149.02,0.705821
1149.12,0.670232
1149.22,0.649894
1149.32,0.639375
1149.42,0.623362
1149.52,0.587598
1149.62,0.53406
1149.72,0.480604
1149.82,0.450629
1149.92,0.451545
1150.02,0.470936
1150.12,0.487864
1150.22,0.480772
1150.32,0.442097
1150.42,0.388319
1150.52,0.347777
1150.62,0.34748
1150.72,0.393488
1150.82,0.473299
1150.92,0.5663
1151.02,0.656502
1151.12,0.735634
1151.22,0.809187
1151.32,0.885765
1151.42,0.972047
1151.52,1.05623
1151.62,1.11523
1151.72,1.1259
1151.82,1.09018
1151.92,1.03626
1152.02,1.00287
1152.12,1.01287
1152.22,1.06117
1152.32,1.1194
1152.42,1.16365
1152.52,1.1803
1152.62,1.1664
1152.72,1.12908
1152.82,1.07357
1152.92,0.999007
1153.02,0.903024
1153.12,0.797574
1153.22,0.712642
1153.32,0.672267
1153.42,0.671787
1153.52,0.688228
1153.62,0.69446
1153.72,0.67776
1153.82,0.645242
1153.92,0.616127
1154.02,0.600528
1154.12,0.593382
1154.22,0.581731
1154.32,0.552279
1154.42,0.504066
1154.52,0.45041
1154.62,0.404457
1154.72,0.371083
1154.82,0.355977
1154.92,0.364376
1155.02,0.402152
1155.12,0.476405
1155.22,0.583871
1155.32,0.698637
1155.42,0.780323
1155.52,0.793545
1155.62,0.727495
1155.72,0.594277
1155.82,0.431113
1155.92,0.278426
1156.02,0.16292
1156.12,0.093772
1156.22,0.0621268
1156.32,0.049861
1156.42,0.0408653
1156.52,0.0317194
1156.62,0.024395
1156.72,0.0212461
1156.82,0.0250376
1156.92,0.0353668
1157.02,0.0450858
1157.12,0.0486115
1157.22,0.0455865
1157.32,0.0436373
1157.42,0.0518091
1157.52,0.0684218
1157.62,0.0817173
1157.72,0.0799814
1157.82,0.0617134
1157.92,0.0362707
1158.02,0.0163454
1158.12,0.0142086
1158.22,0.0332413
1158.32,0.0661997
1158.42,0.0982695
1158.52,0.117219
1158.62,0.123653
1158.72,0.128924
1158.82,0.137838
1158.92,0.145976
1159.02,0.144851
1159.12,0.132007
1159.22,0.108426
1159.32,0.0831096
1159.42,0.0638829
1159.52,0.0571973
1159.62,0.0644861
1159.72,0.0794212
1159.82,0.0896427
1159.92,0.0904671
1160.02,0.0833628
1160.12,0.0701029
1160.22,0.0554164
1160.32,0.0538951
1160.42,0.0757745
1160.52,0.120741
1160.62,0.180523
1160.72,0.242327
1160.82,0.297012
1160.92,0.341829
1161.02,0.372026
1161.12,0.385108
1161.22,0.378414
1161.32,0.353918
1161.42,0.318128
1161.52,0.283619
1161.62,0.262014
1161.72,0.252457
1161.82,0.241879
1161.92,0.216896
1162.02,0.173324
1162.12,0.129829
1162.22,0.112616
1162.32,0.137052
1162.42,0.198365
1162.52,0.269946
1162.62,0.321145
1162.72,0.336415
1162.82,0.318563
1162.92,0.28713
1163.02,0.263128
1163.12,0.256374
1163.22,0.259239
1163.32,0.256981
1163.42,0.240429
1163.52,0.212435
1163.62,0.181701
1163.72,0.157649
1163.82,0.146501
1163.92,0.150184
1164.02,0.165135
1164.12,0.18426
1164.22,0.200206
1164.32,0.210499
1164.42,0.216185
1164.52,0.223758
1164.62,0.23462
1164.72,0.244984
1164.82,0.253446
1164.92,0.256909
1165.02,0.256435
1165.12,0.257349
1165.22,0.264963
1165.32,0.282411
1165.42,0.306658
1165.52,0.331781
1165.62,0.354953
1165.72,0.376915
1165.82,0.401458
1165.92,0.426464
1166.02,0.448921
1166.12,0.465837
1166.22,0.47412
1166.26,0.285328
1166.36,0.218122
1166.46,0.170276
1166.56,0.158558
1166.66,0.177716
1166.76,0.207001
1166.86,0.224318
1166.96,0.223048
1167.06,0.221218
1167.16,0.242449
1167.26,0.290395
1167.36,0.351413
1167.46,0.402643
1167.56,0.429512
1167.66,0.433582
1167.76,0.426946
1167.86,0.423523
1167.96,0.434198
1168.06,0.456801
1168.16,0.480395
1168.26,0.492344
1168.36,0.487571
1168.46,0.463813
1168.56,0.417102
1168.66,0.347688
1168.76,0.264064
1168.86,0.185471
1168.96,0.137174
1169.06,0.132371
1169.16,0.169394
1169.26,0.238383
1169.36,0.323068
1169.46,0.403528
1169.56,0.459159
1169.66,0.480848
1169.76,0.471358
1169.86,0.436744
1169.96,0.382374
1170.06,0.320156
1170.16,0.262817
1170.26,0.219277
1170.36,0.192149
1170.46,0.183005
1170.56,0.194995
1170.66,0.22713
1170.76,0.276155
1170.86,0.337828
1170.96,0.402092
1171.06,0.460956
1171.16,0.50846
1171.26,0.541369
1171.36,0.557121
1171.46,0.549949
1171.56,0.52448
1171.66,0.482615
1171.76,0.421496
1171.86,0.352474
1171.96,0.2984
1172.06,0.290645
1172.16,0.34399
1172.26,0.442477
1172.36,0.554944
1172.46,0.648164
1172.56,0.700542
1172.66,0.705481
1172.76,0.673324
1172.86,0.627648
1172.96,0.585345
1173.06,0.556314
1173.16,0.546999
1173.26,0.562179
1173.36,0.60241
1173.46,0.660027
1173.56,0.73122
1173.66,0.810748
1173.76,0.882429
1173.86,0.93075
1173.96,0.938567
1174.06,0.88674
1174.16,0.777756
1174.26,0.634904
1174.36,0.490687
1174.46,0.374038
1174.56,0.306784
1174.66,0.299917
1174.76,0.34644
1174.86,0.428622
1174.96,0.520325
1175.06,0.597919
1175.16,0.658098
1175.26,0.705957
1175.36,0.753046
1175.46,0.806784
1175.56,0.859172
1175.66,0.888343
1175.76,0.866504
1175.86,0.787564
1175.96,0.676058
1176.06,0.567553
1176.16,0.494561
1176.26,0.470999
1176.36,0.486365
1176.46,0.515204
1176.56,0.535034
1176.66,0.534001
1176.76,0.510282
1176.86,0.471262
1176.96,0.432145
1177.06,0.403159
1177.16,0.390145
1177.26,0.402791
1177.36,0.444276
1177.46,0.506239
1177.56,0.570714
1177.66,0.621798
1177.76,0.652807
1177.86,0.666655
1177.96,0.678575
1178.06,0.699193
1178.16,0.730756
1178.26,0.776536
1178.36,0.839054
1178.46,0.924566
1178.56,1.02818
1178.66,1.13083
1178.76,1.20528
1178.86,1.22496
1178.96,1.17709
1179.06,1.06604
1179.16,0.91578
1179.26,0.760285
1179.36,0.625421
1179.46,0.527616
1179.56,0.466716
1179.66,0.443792
1179.76,0.453614
1179.86,0.473257
1179.96,0.479155
1180.06,0.467095
1180.16,0.450931
1180.26,0.451738
1180.36,0.483037
1180.46,0.546443
1180.56,0.631024
1180.66,0.719014
1180.76,0.796347
1180.86,0.85137
1180.96,0.88377
1181.06,0.892023
1181.16,0.870067
1181.26,0.818208
1181.36,0.751187
1181.46,0.68351
1181.56,0.617581
1181.66,0.55217
1181.76,0.503278
1181.86,0.485315
1181.96,0.506102
1182.06,0.556679
1182.16,0.61426
1182.26,0.655349
1182.36,0.670526
1182.46,0.66702
1182.56,0.666812
1182.66,0.692656
1182.76,0.738125
1182.86,0.766448
1182.96,0.748634
1183.06,0.678114
1183.16,0.569643
1183.26,0.449032
1183.36,0.344333
1183.46,0.272927
1183.56,0.245672
1183.66,0.269105
1183.76,0.330933
1183.86,0.407373
1183.96,0.475521
1184.06,0.517294
1184.16,0.529416
1184.26,0.518258
1184.36,0.500159
1184.46,0.491433
1184.56,0.494206
1184.66,0.501519
1184.76,0.500594
1184.86,0.487382
1184.96,0.472458
1185.06,0.471214
1185.16,0.497701
1185.26,0.556126
1185.36,0.642774
1185.46,0.744527
1185.56,0.832067
1185.66,0.876317
1185.76,0.865903
1185.86,0.802813
1185.96,0.707215
1186.06,0.613345
1186.16,0.548401
1186.26,0.524637
1186.36,0.538502
1186.46,0.572754
1186.56,0.608449
1186.66,0.635398
1186.76,0.658221
1186.86,0.683809
1186.96,0.71583
1187.06,0.756736
1187.16,0.794439
1187.26,0.810393
1187.36,0.804993
1187.46,0.791002
1187.56,0.784405
1187.66,0.789846
1187.76,0.79455
1187.86,0.786044
1187.96,0.773088
1188.06,0.779796
1188.16,0.832572
1188.26,0.94096
1188.36,1.08838
1188.46,1.22737
1188.56,1.30841
1188.66,1.30597
1188.76,1.22982
1188.86,1.1158
1188.96,1.00098
1189.06,0.8982
1189.16,0.811889
1189.26,0.737259
1189.36,0.654453
1189.46,0.558327
1189.56,0.465504
1189.66,0.400515
1189.76,0.388586
1189.86,0.434447
1189.96,0.513819
1190.06,0.586851
1190.16,0.627701
1190.26,0.628761
1190.36,0.596963
1190.46,0.558101
1190.56,0.534176
1190.66,0.531306
1190.76,0.544434
1190.86,0.564279
1190.96,0.579737
1191.06,0.58525
1191.16,0.590777
1191.26,0.604657
1191.36,0.635287
1191.46,0.689792
1191.56,0.765383
1191.66,0.843054
1191.76,0.903288
1191.86,0.934112
1191.96,0.927561
1192.06,0.887036
1192.16,0.826662
1192.26,0.75443
1192.36,0.680495
1192.46,0.618934
1192.56,0.581104
1192.66,0.570811
1192.76,0.588195
1192.86,0.624978
1192.96,0.664321
1193.06,0.68973
1193.16,0.690455
1193.26,0.67004
1193.36,0.637105
1193.46,0.600657
1193.56,0.56547
1193.66,0.530376
1193.76,0.494063
1193.86,0.455779
1193.96,0.421838
1194.06,0.403456
1194.16,0.406164
1194.26,0.426226
1194.36,0.44767
1194.46,0.455614
1194.56,0.442776
1194.66,0.401965
1194.76,0.340599
1194.86,0.28249
1194.96,0.25794
1195.06,0.282271
1195.16,0.348158
1195.26,0.436652
1195.36,0.52871
1195.46,0.610819
1195.56,0.683617
1195.66,0.753832
1195.76,0.829188
1195.86,0.909459
1195.96,0.966295
1196.06,0.962319
1196.16,0.884017
1196.26,0.750091
1196.36,0.60356
1196.46,0.497391
1196.56,0.473363
1196.66,0.533265
1196.76,0.644029
1196.86,0.758085
1196.96,0.836242
1197.06,0.871038
1197.16,0.879316
1197.26,0.875938
1197.36,0.866512
1197.46,0.851793
1197.56,0.829555
1197.66,0.803567
1197.76,0.793227
1197.86,0.798743
1197.96,0.809726
1198.06,0.822532
1198.16,0.845238
1198.26,0.884643
1198.36,0.936059
1198.46,0.984355
1198.56,1.00467
1198.66,0.976884
1198.76,0.906271
1198.86,0.816838
1198.96,0.749653
1199.06,0.735473
1199.16,0.764716
1199.26,0.802738
1199.36,0.817297
1199.46,0.798244
1199.56,0.752566
1199.66,0.695548
1199.76,0.63691
1199.86,0.571381
1199.96,0.498194
1200.06,0.419748
1200.16,0.339322
1200.26,0.26691
1200.36,0.217565
1200.46,0.213285
1200.56,0.233714
1200.66,0.199686
1200.76,0.0815992
1200.86,-0.0910323
1200.96,-0.24025
1201.06,-0.297392
1201.16,-0.233677
1201.26,-0.0752864
1201.36,0.107796
1201.46,0.243877
1201.56,0.306928
1201.66,0.311338
1201.76,0.293661
1201.86,0.261622
1201.96,0.206095
1202.06,0.144357
1202.16,0.112972
1202.26,0.138892
1202.36,0.22248
1202.46,0.337255
1202.56,0.448204
1202.66,0.529824
1202.76,0.581971
1202.86,0.640032
1202.96,0.715715
1203.06,0.793779
1203.16,0.854891
1203.26,0.888657
1203.36,0.894538
1203.46,0.876761
1203.56,0.844897
1203.66,0.802572
1203.76,0.74721
1203.86,0.673174
1203.96,0.578429
1204.06,0.479287
1204.16,0.402151
1204.26,0.370097
1204.36,0.383878
1204.46,0.422968
1204.56,0.462181
1204.66,0.477249
1204.76,0.460225
1204.86,0.423617
1204.96,0.380308
1205.06,0.337921
1205.16,0.296033
1205.26,0.257201
1205.36,0.233727
1205.46,0.239791
1205.56,0.281845
1205.66,0.352567
1205.76,0.432259
1205.86,0.504851
1205.96,0.562795
1206.06,0.607627
1206.16,0.642178
1206.26,0.665467
1206.36,0.663136
1206.46,0.610259
1206.56,0.502407
1206.66,0.367194
1206.76,0.255931
1206.86,0.207965
1206.96,0.228132
1207.06,0.287325
1207.16,0.342426
1207.26,0.355324
1207.36,0.325607
1207.46,0.281853
1207.56,0.268069
1207.66,0.310671
1207.76,0.401927
1207.86,0.514088
1207.96,0.61905
1208.06,0.692725
1208.16,0.721579
1208.26,0.703981
1208.36,0.655785
1208.46,0.59443
1208.56,0.528533
1208.66,0.457089
1208.76,0.382314
1208.86,0.319872
1208.96,0.288549
1209.06,0.296373
1209.16,0.339635
1209.26,0.401422
1209.36,0.460326
1209.46,0.505811
1209.56,0.531496
1209.66,0.537631
1209.76,0.530355
1209.86,0.501239
1209.96,0.435143
1210.06,0.339496
1210.16,0.240871
1210.26,0.168211
1210.36,0.144549
1210.46,0.176789
1210.56,0.249402
1210.66,0.348242
1210.76,0.46484
1210.86,0.57948
1210.96,0.669398
1211.06,0.716724
1211.16,0.710023
1211.26,0.654877
1211.36,0.57914
1211.46,0.513506
1211.56,0.485565
1211.66,0.51097
1211.76,0.576319
1211.86,0.649542
1211.96,0.708372
1212.06,0.742456
1212.16,0.748719
1212.26,0.739408
1212.36,0.729621
1212.46,0.722131
1212.56,0.706173
1212.66,0.675991
1212.76,0.628052
1212.86,0.572443
1212.96,0.526121
1213.06,0.502676
1213.16,0.500593
1213.26,0.511437
1213.36,0.516927
1213.46,0.498398
1213.56,0.455483
1213.66,0.407118
1213.76,0.364311
1213.86,0.324167
1213.96,0.280522
1214.06,0.233013
1214.16,0.187642
1214.26,0.164611
1214.36,0.173531
1214.46,0.207501
1214.56,0.257723
1214.66,0.318957
1214.76,0.41467
1214.86,0.602872
1214.96,0.932261
1215.06,1.40027
1215.16,1.95365
1215.26,2.51965
1215.36,3.02527
1215.46,3.42187
1215.56,3.68983
1215.66,3.83031
1215.76,3.85101
