Depth,K
m,%
774.32,1.20179
774.42,1.51086
774.52,1.81155
774.62,2.02645
774.72,2.11461
774.82,2.08891
774.92,1.99089
775.02,1.88153
775.12,1.80588
775.22,1.76078
775.32,1.70484
775.42,1.60824
775.52,1.49719
775.62,1.42038
775.72,1.41211
775.82,1.49152
775.92,1.65396
776.02,1.86653
776.12,2.07145
776.22,2.21148
776.32,2.25668
776.42,2.20801
776.52,2.08815
776.62,1.91581
776.72,1.71582
776.82,1.5339
776.92,1.41389
777.02,1.37578
777.12,1.42328
777.22,1.54243
777.32,1.70563
777.42,1.89066
777.52,2.0697
777.62,2.19972
777.72,2.24706
777.82,2.19412
777.92,2.04426
778.02,1.8451
778.12,1.68045
778.22,1.6272
778.32,1.71735
778.42,1.91794
778.52,2.14802
778.62,2.32699
778.72,2.40447
778.82,2.37072
778.92,2.25541
779.02,2.11862
779.12,2.00805
779.22,1.93708
779.32,1.89028
779.42,1.83382
779.52,1.74712
779.62,1.64285
779.72,1.55161
779.82,1.4992
779.92,1.49725
780.02,1.54343
780.12,1.61248
780.22,1.66265
780.32,1.65539
780.42,1.56963
780.52,1.41453
780.62,1.22433
780.72,1.05294
780.82,0.962984
780.92,1.01003
781.02,1.19119
781.12,1.44655
781.22,1.69742
781.32,1.87546
781.42,1.94681
781.52,1.91415
781.62,1.81788
781.72,1.72647
781.82,1.69038
781.92,1.72632
782.02,1.81582
782.12,1.93611
782.22,2.0665
782.32,2.17563
782.42,2.24538
782.52,2.28675
782.62,2.30553
782.72,2.29411
782.82,2.23639
782.92,2.12023
783.02,1.95886
783.12,1.79567
783.22,1.68748
783.32,1.67083
783.42,1.74136
783.52,1.86914
783.62,2.00846
783.72,2.12653
783.82,2.20305
783.92,2.20993
784.02,2.14669
784.12,2.0476
784.22,1.95106
784.32,1.8976
784.42,1.9226
784.52,2.03434
784.62,2.1951
784.72,2.32996
784.82,2.38595
784.92,2.36736
785.02,2.30911
785.12,2.23394
785.22,2.14037
785.32,2.02473
785.42,1.89203
785.52,1.76075
785.62,1.66272
785.72,1.62989
785.82,1.67765
785.92,1.79192
786.02,1.93085
786.12,2.0608
786.22,2.17473
786.32,2.28175
786.42,2.38724
786.52,2.47659
786.62,2.52149
786.72,2.5002
786.82,2.42492
786.92,2.33598
787.02,2.267
787.12,2.24457
787.22,2.2703
787.32,2.31431
787.42,2.33985
787.52,2.33326
787.62,2.31135
787.72,2.31116
787.82,2.37109
787.92,2.49996
788.02,2.66932
788.12,2.83772
788.22,2.95262
788.32,2.978
788.42,2.90217
788.52,2.74283
788.62,2.53616
788.72,2.32912
788.82,2.15787
788.92,2.03511
789.02,1.96517
789.12,1.94489
789.22,1.96209
789.32,2.01279
789.42,2.09111
789.52,2.18686
789.62,2.27233
789.72,2.31977
789.82,2.33084
789.92,2.31684
790.02,2.28197
790.12,2.22217
790.22,2.14994
790.32,2.10312
790.42,2.11353
790.52,2.1795
790.62,2.28309
790.72,2.39391
790.82,2.47042
790.92,2.46732
791.02,2.38593
791.12,2.27587
791.22,2.18891
791.32,2.13654
791.42,2.10381
791.52,2.07908
791.62,2.06817
791.72,2.06424
791.82,2.05877
791.92,2.05925
792.02,2.07142
792.12,2.07673
792.22,2.04607
792.32,1.97818
792.42,1.91104
792.52,1.87584
792.62,1.88526
792.72,1.92394
792.82,1.95193
792.92,1.91934
793.02,1.79601
793.12,1.60933
793.22,1.44204
793.32,1.37739
793.42,1.43603
793.52,1.57595
793.62,1.73584
793.72,1.85726
793.82,1.92465
793.92,1.97334
794.02,2.04975
794.12,2.16127
794.22,2.2692
794.32,2.31744
794.42,2.27697
794.52,2.18624
794.62,2.11413
794.72,2.09968
794.82,2.1406
794.92,2.18923
795.02,2.18873
795.12,2.12046
795.22,2.01668
795.32,1.92891
795.42,1.88765
795.52,1.89568
795.62,1.92799
795.72,1.9516
795.82,1.95884
795.92,1.94725
796.02,1.91723
796.12,1.88037
796.22,1.85048
796.32,1.83851
796.42,1.85333
796.52,1.89011
796.62,1.93084
796.72,1.95242
796.82,1.94902
796.92,1.92895
797.02,1.90809
797.12,1.89765
797.22,1.9076
797.32,1.93344
797.42,1.95784
797.52,1.95864
797.62,1.92318
797.72,1.86144
797.82,1.79945
797.92,1.77811
798.02,1.83547
798.12,1.97741
798.22,2.17167
798.32,2.34118
798.42,2.4223
798.52,2.40269
798.62,2.30425
798.72,2.17254
798.82,2.05868
798.92,1.99915
799.02,1.99394
799.12,2.02247
799.22,2.06885
799.32,2.11395
799.42,2.14563
799.52,2.15868
799.62,2.1485
799.72,2.12002
799.82,2.07867
799.92,2.02091
800.02,1.93628
800.12,1.8242
800.22,1.68766
800.32,1.53842
800.42,1.4193
800.52,1.3772
800.62,1.43287
800.72,1.57821
800.82,1.77932
800.92,1.99126
801.02,2.17375
801.12,2.28439
801.22,2.28918
801.32,2.19242
801.42,2.03201
801.52,1.86026
801.62,1.72363
801.72,1.64781
801.82,1.63579
801.92,1.66458
802.02,1.71241
802.12,1.76395
802.22,1.81784
802.32,1.88552
802.42,1.96474
802.52,2.0406
802.62,2.10694
802.72,2.15954
802.82,2.20089
802.92,2.22318
803.02,2.22823
803.12,2.22853
803.22,2.23198
803.32,2.23913
803.42,2.25037
803.52,2.26337
803.62,2.27187
803.72,2.26669
803.82,2.24852
803.92,2.22092
804.02,2.17601
804.12,2.10866
804.22,2.03157
804.32,1.95358
804.42,1.88308
804.52,1.82266
804.62,1.76315
804.72,1.70505
804.82,1.65361
804.92,1.60647
805.02,1.57044
805.12,1.5615
805.22,1.58948
805.32,1.64481
805.42,1.71989
805.52,1.80491
805.62,1.87211
805.72,1.89959
805.82,1.88799
805.92,1.85669
806.02,1.83623
806.12,1.84952
806.22,1.90778
806.32,2.00144
806.42,2.10358
806.52,2.17602
806.62,2.19
806.72,2.14656
806.82,2.06627
806.92,1.97742
807.02,1.9016
807.12,1.84653
807.22,1.80339
807.32,1.75562
807.42,1.68738
807.52,1.59593
807.62,1.50628
807.72,1.45636
807.82,1.46751
807.92,1.54035
808.02,1.65886
808.12,1.80064
808.22,1.9451
808.32,2.08149
808.42,2.19681
808.52,2.26594
808.62,2.2717
808.72,2.21158
808.82,2.11242
808.92,2.01376
809.02,1.94616
809.12,1.90185
809.22,1.8626
809.32,1.81801
809.42,1.78196
809.52,1.77544
809.62,1.81463
809.72,1.88939
809.82,1.95135
809.92,1.96256
810.02,1.94352
810.12,1.93235
810.22,1.95931
810.32,2.02136
810.42,2.08114
810.52,2.10178
810.62,2.06975
810.72,2.00595
810.82,1.94585
810.92,1.92387
811.02,1.95565
811.12,2.01639
811.22,2.05954
811.32,2.05584
811.42,1.99813
811.52,1.91031
811.62,1.82448
811.72,1.7668
811.82,1.75183
811.92,1.77148
812.02,1.7898
812.12,1.77908
812.22,1.73476
812.32,1.68546
812.42,1.66169
812.52,1.66984
812.62,1.70101
812.72,1.73529
812.82,1.75169
812.92,1.7482
813.02,1.73439
813.12,1.75268
813.22,1.82575
813.32,1.93208
813.42,2.0314
813.52,2.09323
813.62,2.10178
813.72,2.06341
813.82,2.01224
813.92,1.99286
814.02,2.0034
814.12,2.01213
814.22,1.98605
814.32,1.9137
814.42,1.82585
814.52,1.7813
814.62,1.8094
814.72,1.90301
814.82,2.01967
814.92,2.10367
815.02,2.1183
815.12,2.07177
815.22,1.99719
815.32,1.91976
815.42,1.85202
815.52,1.7989
815.62,1.77138
815.72,1.79337
815.82,1.87451
815.92,1.98114
816.02,2.05881
816.12,2.07365
816.22,2.0279
816.32,1.95131
816.42,1.88904
816.52,1.86837
816.62,1.87914
816.72,1.87497
816.82,1.80471
816.92,1.64548
817.02,1.42817
817.12,1.21082
817.22,1.05074
817.32,0.97774
817.42,0.988176
817.52,1.04621
817.62,1.10094
817.72,1.13172
817.82,1.15912
817.92,1.21384
818.02,1.31438
818.12,1.44993
818.22,1.58347
818.32,1.67953
818.42,1.73921
818.52,1.78123
818.62,1.82654
818.72,1.87501
818.82,1.91809
818.92,1.95428
819.02,1.9997
819.12,2.08344
819.22,2.2208
819.32,2.39266
819.42,2.55653
819.52,2.64921
819.62,2.64089
819.72,2.53477
819.82,2.37169
819.92,2.20779
820.02,2.08024
820.12,2.00492
820.22,1.97985
820.32,1.97779
820.42,1.96713
820.52,1.92643
820.62,1.86243
820.72,1.79733
820.82,1.75909
820.92,1.76199
821.02,1.80462
821.12,1.87227
821.22,1.94003
821.32,1.97838
821.42,1.98284
821.52,1.96158
821.62,1.92505
821.72,1.88058
821.82,1.84327
821.92,1.83897
822.02,1.88544
822.12,1.96935
822.22,2.05678
822.32,2.1098
822.42,2.09749
822.52,2.01216
822.62,1.88468
822.72,1.76292
822.82,1.67959
822.92,1.6497
823.02,1.66092
823.12,1.68742
823.22,1.71969
823.32,1.76594
823.42,1.83597
823.52,1.93802
823.62,2.06244
823.72,2.17986
823.82,2.26727
823.92,2.30727
824.02,2.28515
824.12,2.20914
824.22,2.11658
824.32,2.04278
824.42,2.0024
824.52,1.99304
824.62,2.00975
824.72,2.04791
824.82,2.09394
824.92,2.12642
825.02,2.13734
825.12,2.13684
825.22,2.14085
825.32,2.16747
825.42,2.22713
825.52,2.2967
825.62,2.3442
825.72,2.35014
825.82,2.32287
825.92,2.28431
826.02,2.25619
826.12,2.23992
826.22,2.2269
826.32,2.20004
826.42,2.1569
826.52,2.10656
826.62,2.06991
826.72,2.04759
826.82,2.02181
826.92,1.96946
827.02,1.89455
827.12,1.83144
827.22,1.81083
827.32,1.82677
827.42,1.8666
827.52,1.90513
827.62,1.91261
827.72,1.88173
827.82,1.8178
827.92,1.73665
828.02,1.65935
828.12,1.62048
828.22,1.64198
828.32,1.72188
828.42,1.85217
828.52,1.9937
828.62,2.09112
828.72,2.11594
828.82,2.07311
828.92,2.00979
829.02,1.97369
829.12,1.98063
829.22,2.01116
829.32,2.03325
829.42,2.03185
829.52,2.01043
829.62,1.98385
829.72,1.95878
829.82,1.93024
829.92,1.88005
830.02,1.7962
830.12,1.68742
830.22,1.58353
830.32,1.51529
830.42,1.49517
830.52,1.51849
830.62,1.57322
830.72,1.63739
830.82,1.69211
830.92,1.71237
831.02,1.67892
831.12,1.5938
831.22,1.48861
831.32,1.41317
831.42,1.40606
831.52,1.47322
831.62,1.57821
831.72,1.66294
831.82,1.69997
831.92,1.70725
832.02,1.7205
832.12,1.75302
832.22,1.78786
832.32,1.80223
832.42,1.78225
832.52,1.73927
832.62,1.70388
832.72,1.70629
832.82,1.7548
832.92,1.84095
833.02,1.94827
833.12,2.05126
833.22,2.12723
833.32,2.14712
833.42,2.08333
833.52,1.9441
833.62,1.77672
833.72,1.63915
833.82,1.56245
833.92,1.54003
834.02,1.53788
834.12,1.52289
834.22,1.50125
834.32,1.49172
834.42,1.50467
834.52,1.53342
834.62,1.56039
834.72,1.58173
834.82,1.60432
834.92,1.6356
835.02,1.68936
835.12,1.76892
835.22,1.85748
835.32,1.92851
835.42,1.97183
835.52,1.99882
835.62,2.02575
835.72,2.05183
835.82,2.06507
835.92,2.05103
836.02,2.00791
836.12,1.93867
836.22,1.85781
836.32,1.79207
836.42,1.77083
836.52,1.79903
836.62,1.86552
836.72,1.94811
836.82,2.02138
836.92,2.05677
837.02,2.04068
837.12,1.99352
837.22,1.94446
837.32,1.91755
837.42,1.92859
837.52,1.98255
837.62,2.06851
837.72,2.15518
837.82,2.20797
837.92,2.21837
838.02,2.1882
838.12,2.12572
838.22,2.04307
838.32,1.97129
838.42,1.94301
838.52,1.95065
838.62,1.95541
838.72,1.92774
838.82,1.86184
838.92,1.7701
839.02,1.67494
839.12,1.62049
839.22,1.65217
839.32,1.77869
839.42,1.97273
839.52,2.17202
839.62,2.31391
839.72,2.36079
839.82,2.30822
839.92,2.19363
840.02,2.08637
840.12,2.04523
840.22,2.08812
840.32,2.18989
840.42,2.3081
840.52,2.40262
840.62,2.45439
840.72,2.4785
840.82,2.49642
840.92,2.51077
841.02,2.51605
841.12,2.49404
841.22,2.42322
841.32,2.29925
841.42,2.14603
841.52,2.00233
841.62,1.89837
841.72,1.8491
841.82,1.84808
841.92,1.87293
842.02,1.90155
842.12,1.91271
842.22,1.89685
842.32,1.86072
842.42,1.8251
842.52,1.81731
842.62,1.87536
842.72,2.00412
842.82,2.17408
842.92,2.33781
843.02,2.4459
843.12,2.4855
843.22,2.47503
843.32,2.43764
843.42,2.39852
843.52,2.3636
843.62,2.33644
843.72,2.3023
843.82,2.23963
843.92,2.13311
844.02,1.98071
844.12,1.81607
844.22,1.69215
844.32,1.66144
844.42,1.76116
844.52,1.96722
844.62,2.20442
844.72,2.38551
844.82,2.46241
844.92,2.45272
845.02,2.40478
845.12,2.36236
845.22,2.35476
845.32,2.38709
845.42,2.43616
845.52,2.4693
845.62,2.4628
845.72,2.41525
845.82,2.33969
845.92,2.24951
846.02,2.16014
846.12,2.09492
846.22,2.06963
846.32,2.07146
846.42,2.08527
846.52,2.10043
846.62,2.1054
846.72,2.09813
846.82,2.09295
846.92,2.10737
847.02,2.14326
847.12,2.18172
847.22,2.19054
847.32,2.15839
847.42,2.11457
847.52,2.10663
847.62,2.15602
847.72,2.25082
847.82,2.34486
847.92,2.38778
848.02,2.35796
848.12,2.28752
848.22,2.22606
848.32,2.20923
848.42,2.23155
848.52,2.25648
848.62,2.24092
848.72,2.20116
848.82,2.19116
848.92,2.24452
849.02,2.3621
849.12,2.51909
849.22,2.68028
849.32,2.8077
849.42,2.86522
849.52,2.82441
849.62,2.682
849.72,2.4704
849.82,2.22504
849.92,1.96911
850.02,1.72256
850.12,1.47779
850.22,1.21781
850.32,0.937494
850.42,0.670171
850.52,0.472989
850.62,0.380082
850.72,0.372851
850.82,0.392093
850.92,0.387095
851.02,0.347385
851.12,0.290377
851.22,0.240039
851.32,0.208476
851.42,0.198057
851.52,0.207072
851.62,0.230738
851.72,0.265218
851.82,0.307972
851.92,0.342707
852.02,0.341363
852.12,0.292403
852.22,0.208818
852.32,0.125295
852.42,0.0773789
852.52,0.085799
852.62,0.14566
852.72,0.230492
852.82,0.309816
852.92,0.37279
853.02,0.429769
853.12,0.5094
853.22,0.620237
853.32,0.751426
853.42,0.884375
853.52,0.98576
853.62,1.02296
853.72,0.976828
853.82,0.847685
853.92,0.665749
854.02,0.475845
854.12,0.323859
854.22,0.247382
854.32,0.254862
854.42,0.323661
854.52,0.409431
854.62,0.481068
854.72,0.536796
854.82,0.593715
854.92,0.665226
855.02,0.749414
855.12,0.830421
855.22,0.894723
855.32,0.929438
855.42,0.932941
855.52,0.921239
855.62,0.900998
855.72,0.863789
855.82,0.810771
855.92,0.756796
856.02,0.723877
856.12,0.712116
856.22,0.705682
856.32,0.685809
856.42,0.642918
856.52,0.579316
856.62,0.508196
856.72,0.460033
856.82,0.464124
856.92,0.51778
857.02,0.594667
857.12,0.664
857.22,0.709749
857.32,0.724853
857.42,0.705378
857.52,0.655892
857.62,0.592131
857.72,0.531935
857.82,0.482271
857.92,0.447954
858.02,0.432874
858.12,0.434295
858.22,0.442144
858.32,0.441193
858.42,0.424398
858.52,0.39846
858.62,0.374963
858.72,0.36461
858.82,0.374707
858.92,0.411228
859.02,0.46905
859.12,0.538719
859.22,0.606788
859.32,0.657927
859.42,0.683449
859.52,0.676848
859.62,0.632689
859.72,0.556819
859.82,0.469288
859.92,0.395293
860.02,0.354192
860.12,0.358806
860.22,0.412829
860.32,0.500312
860.42,0.587908
860.52,0.647741
860.62,0.675166
860.72,0.687831
860.82,0.706182
860.92,0.734521
861.02,0.762933
861.12,0.776917
861.22,0.760545
861.32,0.70874
861.42,0.642335
861.52,0.597523
861.62,0.594471
861.72,0.623938
861.82,0.658296
861.92,0.677087
862.02,0.678479
862.12,0.674222
862.22,0.679745
862.32,0.708038
862.42,0.755188
862.52,0.797752
862.62,0.815728
862.72,0.807545
862.82,0.786709
862.92,0.77014
863.02,0.763944
863.12,0.758711
863.22,0.743755
863.32,0.712358
863.42,0.664955
863.52,0.617158
863.62,0.596174
863.72,0.628264
863.82,0.711751
863.92,0.816954
864.02,0.906768
864.12,0.953153
864.22,0.950689
864.32,0.90816
864.42,0.846137
864.52,0.785888
864.62,0.733763
864.72,0.690731
864.82,0.663199
864.92,0.659869
865.02,0.682715
865.12,0.713333
865.22,0.731443
865.32,0.727399
865.42,0.719995
865.52,0.755531
865.62,0.881392
865.72,1.10709
865.82,1.39096
865.92,1.64413
866.02,1.7771
866.12,1.74974
866.22,1.58578
866.32,1.34612
866.42,1.10659
866.52,0.929807
866.62,0.841858
866.72,0.829541
866.82,0.855241
866.92,0.876361
867.02,0.87271
867.12,0.851359
867.22,0.828123
867.32,0.812199
867.42,0.808808
867.52,0.810093
867.62,0.797324
867.72,0.758362
867.82,0.697507
867.92,0.635027
868.02,0.589038
868.12,0.554064
868.22,0.515841
868.32,0.476714
868.42,0.449531
868.52,0.443335
868.62,0.45835
868.72,0.494181
868.82,0.548721
868.92,0.615172
869.02,0.676467
869.12,0.707993
869.22,0.693231
869.32,0.629415
869.42,0.527971
869.52,0.416595
869.62,0.323787
869.72,0.264816
869.82,0.234942
869.92,0.217536
870.02,0.204085
870.12,0.197068
870.22,0.20362
870.32,0.221578
870.42,0.23843
870.52,0.240892
870.62,0.223369
870.72,0.193522
870.82,0.162173
870.92,0.139657
871.02,0.138159
871.12,0.157172
871.22,0.190393
871.32,0.237024
871.42,0.298857
871.52,0.378206
871.62,0.468446
871.72,0.550671
871.82,0.606805
871.92,0.627898
872.02,0.618419
872.12,0.587968
872.22,0.550686
872.32,0.515127
872.42,0.47758
872.52,0.433576
872.62,0.387293
872.72,0.340707
872.82,0.2985
872.92,0.261367
873.02,0.233609
873.12,0.223146
873.22,0.238466
873.32,0.281018
873.42,0.337025
873.52,0.38418
873.62,0.410099
873.72,0.411567
873.82,0.400602
873.92,0.392878
874.02,0.392379
874.12,0.385691
874.22,0.365628
874.32,0.346921
874.42,0.343636
874.52,0.363343
874.62,0.395949
874.72,0.416663
874.82,0.410978
874.92,0.385314
875.02,0.353323
875.12,0.32679
875.22,0.314374
875.32,0.314303
875.42,0.319441
875.52,0.335485
875.62,0.368532
875.72,0.408579
875.82,0.434981
875.92,0.427489
876.02,0.378241
876.12,0.305076
876.22,0.239799
876.32,0.204014
876.42,0.213201
876.52,0.272712
876.62,0.363132
876.72,0.44663
876.82,0.484604
876.92,0.45847
877.02,0.378825
877.12,0.282394
877.22,0.216708
877.32,0.211439
877.42,0.264263
877.52,0.34178
877.62,0.398481
877.72,0.414719
877.82,0.401982
877.92,0.382976
878.02,0.379479
878.12,0.401007
878.22,0.440548
878.32,0.476309
878.42,0.492109
878.52,0.48646
878.62,0.471543
878.72,0.461579
878.82,0.464409
878.92,0.475873
879.02,0.482676
879.12,0.468729
879.22,0.429631
879.32,0.379384
879.42,0.342798
879.52,0.333724
879.62,0.345798
879.72,0.358462
879.82,0.355858
879.92,0.341443
880.02,0.33464
880.12,0.3565
880.22,0.415301
880.32,0.497825
880.42,0.569409
880.52,0.59838
880.62,0.577468
880.72,0.53298
880.82,0.498705
880.92,0.486557
881.02,0.490078
881.12,0.494928
881.22,0.487157
881.32,0.458543
881.42,0.409517
881.52,0.354894
881.62,0.314891
881.72,0.304511
881.82,0.32731
881.92,0.378583
882.02,0.450534
882.12,0.523216
882.22,0.57619
882.32,0.602854
882.42,0.614942
882.52,0.629784
882.62,0.648625
882.72,0.654821
882.82,0.635662
882.92,0.597201
883.02,0.557313
883.12,0.533087
883.22,0.537349
883.32,0.5645
883.42,0.600719
883.52,0.631105
883.62,0.642142
883.72,0.632901
883.82,0.612124
883.92,0.584177
884.02,0.554885
884.12,0.538927
884.22,0.557977
884.32,0.613445
884.42,0.684198
884.52,0.734992
884.62,0.738786
884.72,0.696178
884.82,0.625131
884.92,0.556877
885.02,0.524921
885.12,0.549922
885.22,0.62676
885.32,0.72239
885.42,0.793432
885.52,0.81152
885.62,0.77981
885.72,0.726835
885.82,0.680026
885.92,0.661383
886.02,0.669815
886.12,0.68589
886.22,0.683136
886.32,0.651239
886.42,0.607396
886.52,0.581458
886.62,0.596638
886.72,0.648068
886.82,0.715404
886.92,0.78104
887.02,0.831953
887.12,0.857033
887.22,0.848398
887.32,0.808807
887.42,0.756324
887.52,0.709633
887.62,0.67825
887.72,0.655091
887.82,0.629129
887.92,0.584912
888.02,0.512366
888.12,0.414117
888.22,0.311934
888.32,0.233442
888.42,0.199787
888.52,0.216604
888.62,0.272092
888.72,0.346917
888.82,0.438122
888.92,0.552784
889.02,0.677681
889.12,0.790841
889.22,0.873046
889.32,0.915574
889.42,0.918236
889.52,0.892845
889.62,0.858822
889.72,0.838443
889.82,0.845685
889.92,0.864498
890.02,0.862119
890.12,0.830003
890.22,0.773778
890.32,0.703004
890.42,0.631669
890.52,0.581339
890.62,0.567166
890.72,0.587506
890.82,0.631057
890.92,0.67654
891.02,0.717618
891.12,0.762361
891.22,0.82036
891.32,0.895035
891.42,0.976673
891.52,1.04193
891.62,1.06433
891.72,1.03639
891.82,0.97624
891.92,0.914461
892.02,0.88392
892.12,0.889132
892.22,0.908843
892.32,0.916383
892.42,0.888027
892.52,0.812591
892.62,0.697165
892.72,0.566772
892.82,0.447845
892.92,0.363218
893.02,0.333747
893.12,0.367809
893.22,0.451885
893.32,0.559324
893.42,0.6581
893.52,0.726233
893.62,0.760664
893.72,0.767664
893.82,0.76016
893.92,0.746496
894.02,0.722175
894.12,0.683199
894.22,0.637179
894.32,0.606733
894.42,0.607921
894.52,0.642184
894.62,0.698824
894.72,0.751986
894.82,0.773202
894.92,0.748209
895.02,0.683417
895.12,0.600798
895.22,0.527334
895.32,0.484556
895.42,0.485481
895.52,0.538404
895.62,0.634923
895.72,0.749206
895.82,0.856229
895.92,0.948804
896.02,1.03443
896.12,1.13128
896.22,1.25954
896.32,1.41622
896.42,1.57407
896.52,1.70501
896.62,1.78448
896.72,1.79455
896.82,1.73107
896.92,1.6023
897.02,1.42952
897.12,1.24345
897.22,1.07679
897.32,0.951988
897.42,0.880887
897.52,0.863976
897.62,0.879754
897.72,0.897405
897.82,0.900568
897.92,0.886279
898.02,0.871889
898.12,0.888755
898.22,0.95377
898.32,1.06594
898.42,1.20812
898.52,1.34196
898.62,1.42616
898.72,1.44081
898.82,1.39068
898.92,1.29387
899.02,1.17091
899.12,1.04016
899.22,0.912142
899.32,0.80607
899.42,0.740851
899.52,0.709228
899.62,0.693416
899.72,0.678785
899.82,0.654607
899.92,0.623866
900.02,0.59857
900.12,0.585058
900.22,0.576143
900.32,0.564548
900.42,0.552525
900.52,0.546507
900.62,0.567729
900.72,0.631909
900.82,0.740311
900.92,0.87591
901.02,1.01036
901.12,1.11813
901.22,1.18553
901.32,1.21432
901.42,1.20726
901.52,1.16302
901.62,1.09659
901.72,1.02747
901.82,0.969017
901.92,0.925715
902.02,0.88968
902.12,0.843941
902.22,0.773294
902.32,0.669054
902.42,0.539897
902.52,0.413418
902.62,0.31418
902.72,0.248758
902.82,0.210654
902.92,0.194725
903.02,0.203323
903.12,0.236623
903.22,0.3012
903.32,0.396591
903.42,0.516332
903.52,0.657166
903.62,0.817569
903.72,0.998065
903.82,1.19396
903.92,1.38616
904.02,1.54932
904.12,1.66971
904.22,1.75075
904.32,1.79971
904.42,1.81788
904.52,1.79973
904.62,1.74395
904.72,1.66158
904.82,1.5613
904.92,1.44604
905.02,1.31245
905.12,1.15924
905.22,0.981904
905.32,0.786352
905.42,0.596892
905.52,0.440098
905.62,0.330576
905.72,0.262377
905.82,0.213069
905.92,0.175036
906.02,0.153248
906.12,0.150588
906.22,0.159268
906.32,0.176215
906.42,0.203929
906.52,0.240047
906.62,0.270542
906.72,0.282395
906.82,0.275342
906.92,0.260916
907.02,0.254719
907.12,0.27365
907.22,0.327961
907.32,0.420308
907.42,0.549314
907.52,0.702421
907.62,0.8676
907.72,1.03459
907.82,1.20294
907.92,1.37128
908.02,1.50157
908.12,1.52868
908.22,1.42526
908.32,1.22773
908.42,1.02487
908.52,0.905019
908.62,0.914416
908.72,1.02594
908.82,1.15539
908.92,1.20526
909.02,1.11864
909.12,0.926516
909.22,0.722464
909.32,0.572212
909.42,0.497303
909.52,0.501097
909.62,0.589188
909.72,0.776955
909.82,1.07569
909.92,1.46973
910.02,1.8898
910.12,2.22756
910.22,2.38173
910.32,2.30414
910.42,2.02282
910.52,1.63758
910.62,1.2691
910.72,1.00555
910.82,0.874364
910.92,0.851991
911.02,0.887883
911.12,0.933999
911.22,0.958836
911.32,0.948478
911.42,0.909096
911.52,0.862405
911.62,0.831988
911.72,0.831172
911.82,0.85868
911.92,0.8999
912.02,0.935233
912.12,0.957979
912.22,0.967132
912.32,0.959545
912.42,0.932981
912.52,0.889513
912.62,0.851718
912.72,0.870819
912.82,1.00832
912.92,1.30987
913.02,1.77494
913.12,2.33825
913.22,2.88938
913.32,3.31629
913.42,3.55068
913.52,3.59619
913.62,3.50754
913.72,3.35257
913.82,3.17502
913.92,2.9886
914.02,2.8091
914.12,2.65285
914.22,2.52937
914.32,2.43426
914.42,2.33736
914.52,2.20295
914.62,2.02266
914.72,1.83797
914.82,1.72881
914.92,1.75808
915.02,1.93484
915.12,2.21745
915.22,2.53803
915.32,2.83423
915.42,3.06273
915.52,3.18964
915.62,3.21905
915.72,3.17125
915.82,3.07996
915.92,2.98713
916.02,2.93696
916.12,2.95702
916.22,3.05119
916.32,3.19691
916.42,3.37026
916.52,3.53523
916.62,3.64917
916.72,3.67502
916.82,3.60125
916.92,3.45372
917.02,3.27044
917.12,3.07804
917.22,2.89827
917.32,2.74283
917.42,2.61135
917.52,2.5003
917.62,2.40066
917.72,2.30176
917.82,2.18668
917.92,2.04249
918.02,1.86527
918.12,1.67061
918.22,1.48529
918.32,1.32764
918.42,1.20718
918.52,1.13012
918.62,1.09239
918.72,1.0746
918.82,1.05315
918.92,1.00521
919.02,0.930568
919.12,0.845452
919.22,0.775876
919.32,0.749855
919.42,0.78976
919.52,0.894321
919.62,1.04712
919.72,1.21631
919.82,1.37031
919.92,1.49511
920.02,1.60054
920.12,1.6869
920.22,1.74706
920.32,1.76813
920.42,1.72878
920.52,1.61583
920.62,1.44618
920.72,1.25954
920.82,1.09379
920.92,0.971086
921.02,0.889822
921.12,0.826023
921.22,0.761514
921.32,0.697959
921.42,0.650244
921.52,0.637138
921.62,0.670736
921.72,0.755858
921.82,0.881409
921.92,1.02228
922.02,1.1514
922.12,1.26247
922.22,1.38179
922.32,1.55338
922.42,1.80219
922.52,2.11039
922.62,2.42612
922.72,2.67325
922.82,2.76988
922.92,2.67396
923.02,2.41086
923.12,2.06159
923.22,1.72175
923.32,1.45824
923.42,1.29909
923.52,1.23247
923.62,1.22284
923.72,1.23244
923.82,1.24041
923.92,1.25709
924.02,1.32473
924.12,1.51292
924.22,1.87315
924.32,2.41098
924.42,3.07815
924.52,3.76203
924.62,4.32673
924.72,4.65703
924.82,4.71251
924.92,4.5358
925.02,4.21845
925.12,3.8551
925.22,3.50533
925.32,3.22277
925.42,3.05683
925.52,3.02422
925.62,3.10875
925.72,3.26122
925.82,3.41672
925.92,3.52536
926.02,3.56409
926.12,3.55786
926.22,3.54103
926.32,3.52422
926.42,3.48268
926.52,3.38085
926.62,3.21958
926.72,3.05083
926.82,2.94332
926.92,2.96038
927.02,3.13099
927.12,3.43519
927.22,3.79049
927.32,4.10036
927.42,4.29938
927.52,4.37743
927.62,4.36376
927.72,4.29113
927.82,4.18134
927.92,4.04994
928.02,3.89494
928.12,3.69061
928.22,3.40607
928.32,3.04378
928.42,2.62698
928.52,2.19005
928.62,1.76572
928.72,1.39151
928.82,1.10619
928.92,0.929887
929.02,0.848077
929.12,0.824409
929.22,0.825757
929.32,0.832857
929.42,0.83106
929.52,0.810937
929.62,0.771939
