Depth,Th
m,ppm
931.32,2.64715
931.42,2.85758
931.52,3.0927
931.62,3.24388
931.72,3.33879
931.82,3.52697
931.92,3.88329
932.02,4.26201
932.12,4.38562
932.22,4.10761
932.32,3.51914
932.42,2.90813
932.52,2.61688
932.62,2.81908
932.72,3.36208
932.82,3.89792
932.92,4.12584
933.02,3.93335
933.12,3.39284
933.22,2.74489
933.32,2.24986
933.42,2.05986
933.52,2.1622
933.62,2.36001
933.72,2.44506
933.82,2.40401
933.92,2.36673
934.02,2.4542
934.12,2.62845
934.22,2.76698
934.32,2.80217
934.42,2.77314
934.52,2.79699
934.62,2.99119
934.72,3.31361
934.82,3.56204
934.92,3.48306
935.02,3.03244
935.12,2.3955
935.22,1.82607
935.32,1.46625
935.42,1.27057
935.52,1.15868
935.62,1.17496
935.72,1.31322
935.82,1.53226
935.92,1.78998
936.02,2.00292
936.12,2.09499
936.22,2.09799
936.32,2.15244
936.42,2.4056
936.52,2.85036
936.62,3.33021
936.72,3.62774
936.82,3.66456
936.92,3.50208
937.02,3.2092
937.12,2.83251
937.22,2.45061
937.32,2.16318
937.42,2.04757
937.52,2.11833
937.62,2.33233
937.72,2.5387
937.82,2.56743
937.92,2.3481
938.02,1.94704
938.12,1.53415
938.22,1.25728
938.32,1.12522
938.42,1.00161
938.52,0.803519
938.62,0.59106
938.72,0.451358
938.82,0.465331
938.92,0.654536
939.02,1.01336
939.12,1.48228
939.22,1.92561
939.32,2.2114
939.42,2.27094
939.52,2.11207
939.62,1.8562
939.72,1.65662
939.82,1.63643
939.92,1.81761
940.02,2.08695
940.12,2.27438
940.22,2.32961
940.32,2.27161
940.42,2.13375
940.52,1.91863
940.62,1.63336
940.72,1.33655
940.82,1.11752
940.92,1.05545
941.02,1.14879
941.12,1.32157
941.22,1.47447
941.32,1.5569
941.42,1.64524
941.52,1.81282
941.62,2.01061
941.72,2.12486
941.82,2.043
941.92,1.7351
942.02,1.35836
942.12,1.14503
942.22,1.20189
942.32,1.51513
942.42,1.97602
942.52,2.45507
942.62,2.82902
942.72,3.00209
942.82,2.99609
942.92,2.96577
943.02,3.03726
943.12,3.25316
943.22,3.50089
943.32,3.64869
943.42,3.62517
943.52,3.49504
943.62,3.32756
943.72,3.22702
943.82,3.24703
943.92,3.31403
944.02,3.27673
944.12,3.18195
944.22,3.14424
944.32,3.21931
944.42,3.27107
944.52,3.02898
944.62,2.35603
944.72,1.44083
944.82,0.625706
944.92,0.202672
945.02,0.323717
945.12,0.987306
945.22,2.00851
945.32,3.16248
945.42,4.23772
945.52,5.01948
945.62,5.36392
945.72,5.15554
945.82,4.47293
945.92,3.64552
946.02,2.99499
946.12,2.6585
946.22,2.58806
946.32,2.62835
946.42,2.61495
946.52,2.48374
946.62,2.31809
946.72,2.22858
946.82,2.32216
946.92,2.54152
947.02,2.71666
947.12,2.71251
947.22,2.47017
947.32,1.99913
947.42,1.42249
947.52,0.988528
947.62,0.894345
947.72,1.11175
947.82,1.44903
947.92,1.64592
948.02,1.6151
948.12,1.50608
948.22,1.53699
948.32,1.82384
948.42,2.32147
948.52,2.86478
948.62,3.18513
948.72,3.13314
948.82,2.76166
948.92,2.20349
949.02,1.65396
949.12,1.23829
949.22,1.00294
949.32,1.01824
949.42,1.35611
949.52,1.95316
949.62,2.63352
949.72,3.25913
949.82,3.7614
949.92,4.04607
950.02,4.08795
950.12,3.87526
950.22,3.47517
950.32,3.04416
950.42,2.72797
950.52,2.54975
950.62,2.48727
950.72,-999.25
950.82,-999.25
950.92,-999.25
951.02,1.26852
951.12,0.74513
951.22,0.360094
951.32,0.178567
951.42,0.213323
951.52,0.382571
951.62,0.590966
951.72,0.76484
951.82,0.888013
951.92,1.03667
952.02,1.30038
952.12,1.70592
952.22,2.24016
952.32,2.85023
952.42,3.42861
952.52,3.8405
952.62,4.06305
952.72,4.15407
952.82,4.13394
952.92,3.97598
953.02,3.68383
953.12,3.34643
953.22,3.05806
953.32,2.82063
953.42,2.60288
953.52,2.46184
953.62,2.55967
953.72,2.97561
953.82,3.57463
953.92,4.16532
954.02,4.52506
954.12,4.47724
954.22,4.04263
954.32,3.45214
954.42,3.03074
954.52,3.00991
954.62,3.2995
954.72,3.6238
954.82,3.80267
954.92,3.89026
955.02,4.033
955.12,4.30004
955.22,4.63486
955.32,4.85471
955.42,4.77669
955.52,4.35197
955.62,3.63016
955.72,2.83207
955.82,2.26964
955.92,2.07635
956.02,2.17776
956.12,2.39848
956.22,2.54439
956.32,2.52658
956.42,2.3736
956.52,2.20311
956.62,2.21383
956.72,2.53176
956.82,3.08745
956.92,3.5835
957.02,3.74969
957.12,3.54266
957.22,3.0577
957.32,2.45783
957.42,1.89288
957.52,1.43809
957.62,1.14334
957.72,1.04195
957.82,1.11422
957.92,1.31948
958.02,1.6068
958.12,1.87615
958.22,2.03264
958.32,2.06649
958.42,2.03097
958.52,1.9538
958.62,1.8034
958.72,1.55105
958.82,1.18446
958.92,0.777343
959.02,0.454047
959.12,0.310272
959.22,0.402551
959.32,0.682872
959.42,1.04427
959.52,1.35825
959.62,1.55945
959.72,1.67842
959.82,1.74123
959.92,1.76642
960.02,1.77036
960.12,1.79141
960.22,1.80169
960.32,1.76601
960.42,1.71076
960.52,1.64936
960.62,1.5912
960.72,1.53147
960.82,1.49102
960.92,1.58817
961.02,1.89711
961.12,2.36198
961.22,2.77507
961.32,2.94035
961.42,2.74558
961.52,2.18692
961.62,1.42024
961.72,0.705929
961.82,0.313293
961.92,0.356143
962.02,0.742516
962.12,1.29693
962.22,1.81948
962.32,2.14014
962.42,2.17476
962.52,1.96741
962.62,1.66624
962.72,1.45536
962.82,1.39645
962.92,1.4457
963.02,1.55199
963.12,1.67867
963.22,1.83625
963.32,2.0212
963.42,2.22728
963.52,2.42208
963.62,2.52378
963.72,2.44686
963.82,2.16231
963.92,1.80531
964.02,1.5793
964.12,1.5767
964.22,1.80698
964.32,2.16447
964.42,2.51434
964.52,2.70112
964.62,2.62955
964.72,2.32516
964.82,1.88811
964.92,1.44801
965.02,1.108
965.12,0.906045
965.22,0.895988
965.32,1.10461
965.42,1.50532
965.52,1.96347
965.62,2.31985
965.72,2.44079
965.82,2.25117
965.92,1.86066
966.02,1.58577
966.12,1.65323
966.22,2.09146
966.32,2.7193
966.42,3.24456
966.52,3.43439
966.62,3.29028
966.72,3.01133
966.82,2.79556
966.92,2.72488
967.02,2.70608
967.12,2.55761
967.22,2.25497
967.32,1.90509
967.42,1.63021
967.52,1.49955
967.62,1.48998
967.72,1.52603
967.82,1.56068
967.92,1.68852
968.02,2.00956
968.12,2.50974
968.22,3.02853
968.32,3.32263
968.42,3.28708
968.52,2.95378
968.62,2.47208
968.72,2.11729
968.82,2.07817
968.92,2.32542
969.02,2.70197
969.12,3.08536
969.22,3.4404
969.32,3.6894
969.42,3.72485
969.52,3.46313
969.62,2.98381
969.72,2.50759
969.82,2.17975
969.92,2.0284
970.02,1.98997
970.12,1.89073
970.22,1.59545
970.32,1.17511
970.42,0.890894
970.52,0.950991
970.62,1.39479
970.72,2.04973
970.82,2.65361
970.92,3.07224
971.02,3.30457
971.12,3.37754
971.22,3.33579
971.32,3.18369
971.42,2.86852
971.52,2.37571
971.62,1.85542
971.72,1.50347
971.82,1.45417
971.92,1.74625
972.02,2.25477
972.12,2.82306
972.22,3.32658
972.32,3.61801
972.42,3.59199
972.52,3.27898
972.62,2.8079
972.72,2.27681
972.82,1.75258
972.92,1.29773
973.02,0.926855
973.12,0.673301
973.22,0.585089
973.32,0.721969
973.42,1.17655
973.52,1.9087
973.62,2.67333
973.72,3.19324
973.82,3.40199
973.92,3.41171
974.02,3.3723
974.12,3.41929
974.22,3.52182
974.32,3.53008
974.42,3.3312
974.52,2.94635
974.62,2.50775
974.72,2.2228
974.82,2.19363
974.92,2.32888
975.02,2.46265
975.12,2.47098
975.22,2.29171
975.32,1.9553
975.42,1.59488
975.52,1.38602
975.62,1.4103
975.72,1.67315
975.82,2.12259
975.92,2.62185
976.02,2.99504
976.12,3.0902
976.22,2.88446
976.32,2.53261
976.42,2.34355
976.52,2.58202
976.62,3.23193
976.72,4.02642
976.82,4.59827
976.92,4.65864
977.02,4.22562
977.12,3.56888
977.22,2.96745
977.32,2.5268
977.42,2.16974
977.52,1.75026
977.62,1.2661
977.72,0.911713
977.82,0.891183
977.92,1.23622
978.02,1.75752
978.12,2.15191
978.22,2.23034
978.32,1.98822
978.42,1.5398
978.52,1.04746
978.62,0.715979
978.72,0.727609
978.82,1.11267
978.92,1.74646
979.02,2.40805
979.12,2.93075
979.22,3.25899
979.32,3.39949
979.42,3.42316
979.52,3.42058
979.62,3.41066
979.72,3.36017
979.82,3.24338
979.92,3.17796
980.02,3.22533
980.12,3.32196
980.22,3.28243
980.32,3.01313
980.42,2.66479
980.52,2.45955
980.62,-999.25
980.72,-999.25
980.82,-999.25
980.92,-999.25
981.02,-999.25
981.12,4.18985
981.22,3.58869
981.32,2.90807
981.42,2.41783
981.52,2.22748
981.62,2.35368
981.72,2.66772
981.82,2.93464
981.92,2.96722
982.02,2.74867
982.12,2.38412
982.22,2.05508
982.32,1.849
982.42,1.72541
982.52,1.58417
982.62,1.36139
982.72,1.03275
982.82,0.664079
982.92,0.367835
983.02,0.253397
983.12,0.35771
983.22,0.692117
983.32,1.18055
983.42,1.7252
983.52,2.23463
983.62,2.56524
983.72,2.61471
983.82,2.41665
983.92,2.17979
984.02,2.1951
984.12,2.61214
984.22,3.34236
984.32,4.06977
984.42,4.47781
984.52,4.40514
984.62,3.90601
984.72,3.23994
984.82,2.71272
984.92,2.43014
985.02,2.28946
985.12,2.0912
985.22,1.72278
985.32,1.23433
985.42,0.81291
985.52,0.580593
985.62,0.564099
985.72,0.660153
985.82,0.738088
985.92,0.730658
986.02,0.65707
986.12,0.624744
986.22,0.740667
986.32,1.04763
986.42,1.49555
986.52,1.93835
986.62,2.25383
986.72,2.35856
986.82,2.24611
986.92,2.03552
987.02,1.90971
987.12,2.0491
987.22,2.48155
987.32,3.00744
987.42,3.35933
987.52,3.40518
987.62,3.24058
987.72,3.06526
987.82,3.03452
987.92,3.16671
988.02,3.30963
988.12,3.29498
988.22,3.05347
988.32,2.63952
988.42,2.25491
988.52,2.08933
988.62,2.13491
988.72,2.22903
988.82,2.20602
988.92,2.07895
989.02,2.00875
989.12,2.12721
989.22,2.44361
989.32,2.83898
989.42,3.1192
989.52,3.11491
989.62,2.78795
989.72,2.30834
989.82,1.88695
989.92,1.67607
990.02,1.7139
990.12,1.94224
990.22,2.30429
990.32,2.734
990.42,3.05867
990.52,3.13607
990.62,2.93017
990.72,2.6028
990.82,2.42627
990.92,2.59398
991.02,3.06453
991.12,3.61455
991.22,4.01964
991.32,4.14383
991.42,3.98023
991.52,3.70469
991.62,3.48963
991.72,3.37996
991.82,3.32553
991.92,3.2279
992.02,3.06422
992.12,2.90263
992.22,2.87242
992.32,2.98461
992.42,3.23263
992.52,3.58703
992.62,3.97121
992.72,4.32659
992.82,4.62057
992.92,4.79499
993.02,4.74342
993.12,4.43161
993.22,3.97104
993.32,3.48253
993.42,3.14571
993.52,3.05126
993.62,3.16645
993.72,3.3223
993.82,3.31549
993.92,3.06487
994.02,2.6358
994.12,2.21931
994.22,2.00939
994.32,2.08709
994.42,2.46559
994.52,3.01987
994.62,3.62631
994.72,4.13621
994.82,4.4301
994.92,4.4194
995.02,4.05879
995.12,3.41288
995.22,2.66838
995.32,2.03062
995.42,1.63038
995.52,1.47831
995.62,1.52142
995.72,1.65704
995.82,1.83289
995.92,2.05824
996.02,2.32435
996.12,2.62296
996.22,2.91778
996.32,3.11235
996.42,3.15332
996.52,3.06772
996.62,2.9128
996.72,2.7468
996.82,2.63675
996.92,2.61387
997.02,2.72067
997.12,2.93767
997.22,3.17111
997.32,3.32142
997.42,3.34204
997.52,3.31445
997.62,3.45612
997.72,3.88072
997.82,4.51751
997.92,5.10211
998.02,5.37595
998.12,5.19443
998.22,4.63845
998.32,3.99901
998.42,3.55933
998.52,3.45547
998.62,3.62048
998.72,3.74304
998.82,3.66998
998.92,3.50109
999.02,3.3536
999.12,3.26175
999.22,3.19979
999.32,3.1796
999.42,3.18726
999.52,3.1719
999.62,3.09815
999.72,2.89467
999.82,2.53192
999.92,2.04755
1000.02,1.51471
1000.12,1.1125
1000.22,0.957895
1000.32,1.04734
1000.42,1.2125
1000.52,1.29096
1000.62,1.25781
1000.72,1.1686
1000.82,1.11117
1000.92,1.17153
1001.02,1.35293
1001.12,1.62412
1001.22,1.9136
1001.32,2.1891
1001.42,2.39068
1001.52,2.48263
1001.62,2.48326
1001.72,2.3951
1001.82,2.23883
1001.92,2.03277
1002.02,1.76208
1002.12,1.42296
1002.22,1.01384
1002.32,0.588852
1002.42,0.257408
1002.52,0.134791
1002.62,0.306395
1002.72,0.760058
1002.82,1.50495
1002.92,2.50579
1003.02,3.59214
1003.12,4.50957
1003.22,5.02137
1003.32,5.13023
1003.42,5.0179
1003.52,4.82449
1003.62,4.62962
1003.72,4.40675
1003.82,4.03209
1003.92,3.41955
1004.02,2.68625
1004.12,2.12573
1004.22,1.92825
1004.32,2.04758
1004.42,2.21281
1004.52,2.13031
1004.62,1.723
1004.72,1.11152
1004.82,0.489391
1004.92,0.0488411
1005.02,-999.25
1005.12,-999.25
1005.22,0.17313
1005.32,0.456
1005.42,0.747544
1005.52,0.975884
1005.62,1.08757
1005.72,1.12164
1005.82,1.22563
1005.92,1.52666
1006.02,2.06431
1006.12,2.71148
1006.22,3.20592
1006.32,3.38559
1006.42,3.29854
1006.52,3.15377
1006.62,3.17909
1006.72,3.43593
1006.82,3.81789
1006.92,4.13901
1007.02,4.27991
1007.12,4.26949
1007.22,4.17249
1007.32,3.99389
1007.42,3.68475
1007.52,3.25995
1007.62,2.81746
1007.72,2.45335
1007.82,2.23475
1007.92,2.16854
1008.02,2.23028
1008.12,2.37933
1008.22,2.56538
1008.32,2.79171
1008.42,3.08859
1008.52,3.45792
1008.62,3.81992
1008.72,4.09553
1008.82,4.24304
1008.92,4.22282
1009.02,4.08127
1009.12,3.87995
1009.22,3.71404
1009.32,3.72353
1009.42,3.89236
1009.52,4.11444
1009.62,4.3163
1009.72,4.42496
1009.82,4.40893
1009.92,4.27435
1010.02,4.02558
1010.12,3.70366
1010.22,3.43331
1010.32,3.36479
1010.42,3.47406
1010.52,3.63557
1010.62,3.69762
1010.72,3.52388
1010.82,3.18138
1010.92,2.85865
1011.02,2.64696
1011.12,2.51853
1011.22,2.34917
1011.32,2.04896
1011.42,1.69054
1011.52,1.51422
1011.62,1.6229
1011.72,1.90306
1011.82,2.14074
1011.92,2.1697
1012.02,1.97341
1012.12,1.69165
1012.22,1.53882
1012.32,1.68228
1012.42,2.13142
1012.52,2.77737
1012.62,3.41517
1012.72,3.88401
1012.82,4.06443
1012.92,3.86794
1013.02,3.28846
1013.12,2.44913
1013.22,1.61572
1013.32,1.06546
1013.42,0.93429
1013.52,1.24413
1013.62,1.87063
1013.72,2.60295
1013.82,3.17783
1013.92,3.39228
1014.02,3.20948
1014.12,2.75929
1014.22,2.24207
1014.32,1.83965
1014.42,1.62893
1014.52,1.66888
1014.62,1.97765
1014.72,2.50673
1014.82,3.08526
1014.92,3.55119
1015.02,3.78433
1015.12,3.6933
1015.22,3.27259
1015.32,2.6499
1015.42,2.02667
1015.52,1.65344
1015.62,1.66265
1015.72,2.00621
1015.82,2.55747
1015.92,3.21804
1016.02,3.84067
1016.12,4.28398
1016.22,4.54234
1016.32,4.67198
1016.42,4.60991
1016.52,4.23944
1016.62,3.56806
1016.72,2.80893
1016.82,2.32373
1016.92,2.36482
1017.02,2.89348
1017.12,3.63619
1017.22,4.20464
1017.32,4.26875
1017.42,3.79022
1017.52,3.08969
1017.62,2.54628
1017.72,2.34369
1017.82,2.43594
1017.92,2.62695
1018.02,2.69083
1018.12,2.51765
1018.22,2.17735
1018.32,1.82163
1018.42,1.63245
1018.52,1.77803
1018.62,2.28564
1018.72,3.01998
1018.82,3.69354
1018.92,4.04942
1019.02,4.05317
1019.12,3.8565
1019.22,3.70625
1019.32,3.74507
1019.42,3.93762
1019.52,4.11499
1019.62,4.01671
1019.72,3.51686
1019.82,2.75165
1019.92,1.97618
1020.02,1.38464
1020.12,1.0701
1020.22,1.04046
1020.32,1.19305
1020.42,1.40425
1020.52,1.63538
1020.62,1.85373
1020.72,2.04783
1020.82,2.25997
1020.92,2.48576
1021.02,2.68929
1021.12,2.88463
1021.22,3.04993
1021.32,3.13684
1021.42,3.14388
1021.52,3.09514
1021.62,2.95599
1021.72,2.71235
1021.82,2.39176
1021.92,2.02145
1022.02,1.65355
1022.12,1.4304
1022.22,1.45152
1022.32,1.73527
1022.42,2.22119
1022.52,2.70296
1022.62,2.84939
1022.72,2.40369
1022.82,1.38645
1022.92,0.0823441
1023.02,-999.25
1023.12,-999.25
1023.22,-999.25
1023.32,-999.25
1023.42,0.187557
1023.52,1.1424
1023.62,1.78461
1023.72,2.03156
1023.82,2.00836
1023.92,1.84586
1024.02,1.62432
1024.12,1.40464
1024.22,1.22057
1024.32,1.08799
1024.42,0.988024
1024.52,0.888455
1024.62,0.77207
1024.72,0.62575
1024.82,0.488205
1024.92,0.426298
1025.02,0.469639
1025.12,0.607794
1025.22,0.78178
1025.32,0.92673
1025.42,1.01927
1025.52,1.07413
1025.62,1.15931
1025.72,1.34783
1025.82,1.67093
1025.92,2.05618
1026.02,2.32425
1026.12,2.3699
1026.22,2.23049
1026.32,1.98851
1026.42,1.7235
1026.52,1.52099
1026.62,1.40226
1026.72,1.33331
1026.82,1.26817
1026.92,1.16855
1027.02,1.11247
1027.12,1.24493
1027.22,1.6667
1027.32,2.36833
1027.42,3.26558
1027.52,4.23654
1027.62,5.09927
1027.72,5.70844
1027.82,5.90689
1027.92,5.59547
1028.02,4.80962
1028.12,3.71307
1028.22,2.53494
1028.32,1.53848
1028.42,0.88742
1028.52,0.637865
1028.62,0.701636
1028.72,0.994321
1028.82,1.43943
1028.92,1.95518
1029.02,2.4124
1029.12,2.63947
1029.22,2.51661
1029.32,2.06277
1029.42,1.42644
1029.52,0.821742
1029.62,0.395213
1029.72,0.179865
1029.82,0.116435
1029.92,0.150627
1030.02,0.30771
1030.12,0.600799
1030.22,0.954647
1030.32,1.23412
1030.42,1.33801
1030.52,1.31622
1030.62,1.3354
1030.72,1.53559
1030.82,1.92772
1030.92,2.34762
1031.02,2.55255
1031.12,2.45695
1031.22,2.2364
1031.32,2.20219
1031.42,2.5109
1031.52,3.04907
1031.62,3.52338
1031.72,3.68438
1031.82,3.50248
1031.92,3.09217
1032.02,2.64923
1032.12,2.32425
1032.22,2.10084
1032.32,1.86406
1032.42,1.55003
1032.52,1.26679
1032.62,1.17018
1032.72,1.32509
1032.82,1.683
1032.92,2.11468
1033.02,2.46504
1033.12,2.6142
1033.22,2.50653
1033.32,2.17662
1033.42,1.71689
1033.52,1.23176
1033.62,0.80607
1033.72,0.494347
1033.82,0.310392
1033.92,0.246414
1034.02,0.309826
1034.12,0.516118
1034.22,0.890232
1034.32,1.40838
1034.42,2.01697
1034.52,2.60984
1034.62,3.02048
1034.72,3.10285
1034.82,2.81383
1034.92,2.24942
1035.02,1.6146
1035.12,1.1161
1035.22,0.928151
1035.32,1.10999
1035.42,1.56588
1035.52,2.13348
1035.62,2.66092
1035.72,3.03029
1035.82,3.16492
1035.92,3.05286
1036.02,2.72295
1036.12,2.23024
1036.22,1.64793
1036.32,1.07643
1036.42,0.620067
1036.52,0.337521
1036.62,0.236059
1036.72,0.316899
1036.82,0.602195
1036.92,1.0409
1037.02,1.50239
1037.12,1.857
1037.22,2.00693
1037.32,1.9465
1037.42,1.74909
1037.52,1.51163
1037.62,1.36045
1037.72,1.36041
1037.82,1.44962
1037.92,1.49363
1038.02,1.42364
1038.12,1.24479
1038.22,0.995842
1038.32,0.780893
1038.42,0.715503
1038.52,0.823397
1038.62,1.05465
1038.72,1.29437
1038.82,1.4591
1038.92,1.56053
1039.02,1.66932
1039.12,1.81796
1039.22,1.99136
1039.32,2.10989
1039.42,2.11885
1039.52,1.99213
1039.62,1.77371
1039.72,1.53815
1039.82,1.3481
1039.92,1.22272
1040.02,1.1535
1040.12,1.1156
1040.22,1.11519
1040.32,1.14266
1040.42,1.22914
1040.52,1.40575
1040.62,1.63802
1040.72,1.85438
1040.82,1.96293
1040.92,1.90845
1041.02,1.7284
1041.12,1.54213
1041.22,1.51515
1041.32,1.77376
1041.42,2.3363
1041.52,3.05572
1041.62,3.70059
1041.72,4.08633
1041.82,4.11635
1041.92,3.79217
1042.02,3.2326
1042.12,2.6167
1042.22,2.12415
1042.32,1.85241
1042.42,1.75511
1042.52,1.72122
1042.62,1.70077
1042.72,1.69974
1042.82,1.73789
1042.92,1.83574
1043.02,1.94604
1043.12,1.96643
1043.22,1.80587
1043.32,1.43861
1043.42,0.933349
1043.52,0.462203
1043.62,0.210637
1043.72,0.248084
1043.82,0.515314
1043.92,0.877016
1044.02,1.16336
1044.12,1.27169
1044.22,1.23879
1044.32,1.22569
1044.42,1.40569
1044.52,1.79117
1044.62,2.22367
1044.72,2.45121
1044.82,2.31599
1044.92,1.8407
1045.02,1.22048
1045.12,0.706315
1045.22,0.471378
1045.32,0.570302
1045.42,0.898172
1045.52,1.28542
1045.62,1.65058
1045.72,1.94962
1045.82,2.13253
1045.92,2.17903
1046.02,2.06973
1046.12,1.83971
1046.22,1.59146
1046.32,1.43996
1046.42,1.40574
1046.52,1.43114
1046.62,1.42072
1046.72,1.27645
1046.82,1.04184
1046.92,0.916721
1047.02,1.03233
1047.12,1.36726
1047.22,1.74327
1047.32,1.89815
1047.42,1.68587
1047.52,1.21416
1047.62,0.745938
1047.72,0.496409
1047.82,0.532518
1047.92,0.723967
1048.02,0.852695
1048.12,0.826789
1048.22,0.68485
1048.32,0.560082
1048.42,0.619208
1048.52,0.920607
1048.62,1.33923
1048.72,1.62167
1048.82,1.58399
1048.92,1.19788
1049.02,0.612369
1049.12,0.0505176
1049.22,-999.25
1049.32,-999.25
1049.42,-999.25
1049.52,0.405097
1049.62,0.819782
1049.72,1.12013
1049.82,1.30509
1049.92,1.42189
1050.02,1.54966
1050.12,1.70519
1050.22,1.84768
1050.32,1.89733
1050.42,1.76838
1050.52,1.45051
1050.62,1.05385
1050.72,0.800363
1050.82,0.892462
1050.92,1.33741
1051.02,1.97712
1051.12,2.58422
1051.22,3.01557
1051.32,3.1771
1051.42,3.05102
1051.52,2.72966
1051.62,2.37591
1051.72,2.10828
1051.82,1.91859
1051.92,1.73239
1052.02,1.5607
1052.12,1.45373
1052.22,1.40922
1052.32,1.41342
1052.42,1.50894
1052.52,1.67847
1052.62,1.82434
1052.72,1.82532
1052.82,1.64969
1052.92,1.39155
1053.02,1.15962
1053.12,1.03525
1053.22,1.14474
1053.32,1.5844
1053.42,2.2611
1053.52,2.91809
1053.62,3.33786
1053.72,3.37522
1053.82,3.02983
1053.92,2.46027
1054.02,1.86086
1054.12,1.38911
1054.22,1.11324
1054.32,1.00322
1054.42,0.989722
1054.52,1.04384
1054.62,1.12292
1054.72,1.15424
1054.82,1.12105
1054.92,1.03175
1055.02,0.919913
1055.12,0.878471
1055.22,0.950943
1055.32,1.10441
1055.42,1.25791
1055.52,1.35489
1055.62,1.47574
1055.72,1.79885
1055.82,2.3932
1055.92,3.20031
1056.02,4.06002
1056.12,4.7249
1056.22,4.99461
1056.32,4.79322
1056.42,4.18747
1056.52,3.3112
1056.62,2.33773
1056.72,1.41566
1056.82,0.640328
1056.92,0.109835
1057.02,-999.25
1057.12,0.0646136
1057.22,0.586439
1057.32,1.28457
1057.42,1.88623
1057.52,2.21167
1057.62,2.2593
1057.72,2.19706
1057.82,2.25193
1057.92,2.5729
1058.02,3.10637
1058.12,3.62649
1058.22,3.91742
1058.32,3.87318
1058.42,3.63049
1058.52,3.40938
1058.62,3.27978
1058.72,3.15559
1058.82,2.93569
1058.92,2.55341
1059.02,2.05011
1059.12,1.58848
1059.22,1.31698
1059.32,1.24469
1059.42,1.27322
1059.52,1.25417
1059.62,1.08572
1059.72,0.765228
1059.82,0.453343
1059.92,0.375639
1060.02,0.666274
1060.12,1.32826
1060.22,2.18052
1060.32,2.9998
1060.42,3.62738
1060.52,3.92482
1060.62,3.84667
1060.72,3.41818
1060.82,2.73329
1060.92,1.91232
1061.02,1.08479
1061.12,0.461456
1061.22,0.185166
1061.32,0.26836
1061.42,0.650482
1061.52,1.24554
1061.62,1.97932
1061.72,2.69925
1061.82,3.20961
1061.92,3.3746
1062.02,3.18509
1062.12,2.75735
1062.22,2.26914
1062.32,1.88106
1062.42,1.6613
1062.52,1.54183
1062.62,1.40073
1062.72,1.19694
1062.82,1.01532
1062.92,0.991228
1063.02,1.24007
1063.12,1.73132
1063.22,2.31076
1063.32,2.76547
1063.42,2.95516
1063.52,2.85915
1063.62,2.56093
1063.72,2.20025
1063.82,1.89846
1063.92,1.74663
1064.02,1.75108
1064.12,1.82494
1064.22,1.91064
1064.32,2.00946
1064.42,2.139
1064.52,2.26276
1064.62,2.33214
1064.72,2.30013
1064.82,2.13223
1064.92,1.82041
1065.02,1.40361
1065.12,0.976247
1065.22,0.625317
1065.32,0.428736
1065.42,0.460707
1065.52,0.705912
1065.62,1.05996
1065.72,1.37953
1065.82,1.5851
1065.92,1.66326
1066.02,1.64285
1066.12,1.62379
1066.22,1.73047
1066.32,2.01087
1066.42,2.39286
1066.52,2.72227
1066.62,2.85261
1066.72,2.73269
1066.82,2.38395
1066.92,1.8828
1067.02,1.35153
1067.12,0.98592
1067.22,0.962634
1067.32,1.24371
1067.42,1.67719
1067.52,2.13621
1067.62,2.57826
1067.72,3.00847
1067.82,3.41167
1067.92,3.772
1068.02,4.02277
1068.12,4.11187
1068.22,4.09682
1068.32,4.15259
1068.42,4.43564
1068.52,4.91794
1068.62,5.29296
1068.72,5.09269
1068.82,4.12858
1068.92,2.60457
1069.02,0.953572
1069.12,-999.25
1069.22,-999.25
1069.32,-999.25
1069.42,-999.25
1069.52,0.154216
1069.62,0.558068
1069.72,0.783144
1069.82,0.939627
1069.92,1.11324
1070.02,1.31845
1070.12,1.50376
1070.22,1.57321
1070.32,1.4366
1070.42,1.10115
1070.52,0.734585
1070.62,0.552097
1070.72,0.693383
1070.82,1.1502
1070.92,1.85179
1071.02,2.69822
1071.12,3.48584
1071.22,3.993
1071.32,4.07241
1071.42,3.70536
1071.52,2.92931
1071.62,1.87595
1071.72,0.815299
1071.82,0.0524731
1071.92,-999.25
1072.02,-999.25
1072.12,0.515908
1072.22,1.24512
1072.32,1.92357
1072.42,2.37987
1072.52,2.53686
1072.62,2.47763
1072.72,2.34975
1072.82,2.19867
1072.92,2.01688
1073.02,1.81196
1073.12,1.56918
1073.22,1.24581
1073.32,0.881497
1073.42,0.583703
1073.52,0.482123
1073.62,0.598669
1073.72,0.918021
1073.82,1.38284
1073.92,1.86599
1074.02,2.23217
1074.12,2.38864
1074.22,2.29548
1074.32,2.0055
1074.42,1.63488
1074.52,1.31633
1074.62,1.15794
1074.72,1.20796
1074.82,1.42327
1074.92,1.65447
1075.02,1.83134
1075.12,1.92105
1075.22,1.92089
1075.32,1.93983
1075.42,2.09453
1075.52,2.39144
1075.62,2.78236
1075.72,3.15569
1075.82,3.40011
1075.92,3.4567
1076.02,3.3466
1076.12,3.13065
1076.22,2.92515
1076.32,2.84447
1076.42,2.91448
1076.52,3.09624
1076.62,3.36218
1076.72,3.66924
1076.82,3.91472
1076.92,4.02214
1077.02,3.98109
1077.12,3.75901
1077.22,3.3517
1077.32,2.81221
1077.42,2.26437
1077.52,1.83146
1077.62,1.59342
1077.72,1.54289
1077.82,1.58945
1077.92,1.68678
1078.02,1.86178
