Depth,Th
m,ppm
775.12,12.1652
775.22,10.8435
775.32,9.64876
775.42,8.65244
775.52,7.86451
775.62,7.26989
775.72,6.85221
775.82,6.56725
775.92,6.39053
776.02,6.39063
776.12,6.73841
776.22,7.50072
776.32,8.69057
776.42,10.0528
776.52,11.0831
776.62,11.4366
776.72,11.0818
776.82,10.251
776.92,9.33217
777.02,8.73469
777.12,8.78242
777.22,9.43901
777.32,10.4835
777.42,11.6356
777.52,12.7173
777.62,13.6172
777.72,14.1929
777.82,14.3732
777.92,14.1721
778.02,13.6592
778.12,13.0002
778.22,12.2582
778.32,11.5301
778.42,10.9554
778.52,10.6936
778.62,10.9075
778.72,11.6619
778.82,12.767
778.92,13.7866
779.02,14.2827
779.12,14.1317
779.22,13.5242
779.32,12.8558
779.42,12.4751
779.52,12.4036
779.62,12.4923
779.72,12.6425
779.82,12.9285
779.92,13.4169
780.02,14.0159
780.12,14.4138
780.22,14.3084
780.32,13.5097
780.42,12.1595
780.52,10.6672
780.62,9.55579
780.72,9.09679
780.82,9.21158
780.92,9.63852
781.02,10.2979
781.12,11.3088
781.22,12.6827
781.32,14.1703
781.42,15.3787
781.52,15.9431
781.62,15.6744
781.72,14.7067
781.82,13.5432
781.92,12.7836
782.02,12.7574
782.12,13.338
782.22,14.0681
782.32,14.5265
782.42,14.5734
782.52,14.3446
782.62,14.1009
782.72,14.117
782.82,14.4062
782.92,14.7043
783.02,14.7961
783.12,14.6449
783.22,14.4266
783.32,14.3561
783.42,14.5168
783.52,14.7823
783.62,15.0039
783.72,15.0597
783.82,14.8556
783.92,14.3473
784.02,13.6638
784.12,12.9962
784.22,12.5946
784.32,12.7382
784.42,13.5769
784.52,14.9564
784.62,16.5178
784.72,17.7009
784.82,18.1339
784.92,17.8926
785.02,17.3924
785.12,17.0103
785.22,16.8754
785.32,16.9139
785.42,16.9039
785.52,16.5697
785.62,15.8029
785.72,14.7265
785.82,13.7406
785.92,13.2451
786.02,13.2749
786.12,13.5915
786.22,13.9844
786.32,14.325
786.42,14.4424
786.52,14.2108
786.62,13.6843
786.72,13.0483
786.82,12.513
786.92,12.155
787.02,12.001
787.12,12.0874
787.22,12.2834
787.32,12.4272
787.42,12.5785
787.52,12.9293
787.62,13.575
787.72,14.376
787.82,15.076
787.92,15.4177
788.02,15.2707
788.12,14.6647
788.22,13.8109
788.32,13.0576
788.42,12.5836
788.52,12.301
788.62,12.111
788.72,11.9134
788.82,11.6102
788.92,11.2236
789.02,10.8711
789.12,10.8981
789.22,11.5973
789.32,12.8357
789.42,14.2449
789.52,15.3283
789.62,15.678
789.72,15.0625
789.82,13.5759
789.92,11.7791
790.02,10.3225
790.12,9.67227
790.22,9.90406
790.32,10.6686
790.42,11.7221
790.52,12.7733
790.62,13.5441
790.72,14.016
790.82,14.3388
790.92,14.6326
791.02,14.8128
791.12,14.6846
791.22,14.259
791.32,13.7283
791.42,13.324
791.52,13.1329
791.62,13.092
791.72,13.1463
791.82,13.2158
791.92,13.2565
792.02,13.3283
792.12,13.4986
792.22,13.7524
792.32,13.9045
792.42,13.7075
792.52,13.0706
792.62,12.0524
792.72,10.8927
792.82,9.93749
792.92,9.40528
793.02,9.35772
793.12,9.72218
793.22,10.2753
793.32,10.8603
793.42,11.516
793.52,12.3877
793.62,13.4482
793.72,14.3989
793.82,14.8943
793.92,14.603
794.02,13.484
794.12,11.7664
794.22,9.83756
794.32,8.2185
794.42,7.33828
794.52,7.39692
794.62,8.32567
794.72,9.77291
794.82,11.2107
794.92,12.0512
795.02,12.1962
795.12,11.937
795.22,11.643
795.32,11.6088
795.42,11.9163
795.52,12.536
795.62,13.3737
795.72,14.2893
795.82,15.0938
795.92,15.5667
796.02,15.5774
796.12,15.1269
796.22,14.4834
796.32,14.0983
796.42,14.2765
796.52,14.9723
796.62,15.9259
796.72,16.838
796.82,17.5252
796.92,17.8599
797.02,17.7181
797.12,17.1184
797.22,16.2524
797.32,15.4165
797.42,14.8859
797.52,14.6302
797.62,14.4617
797.72,14.1209
797.82,13.4197
797.92,12.5171
798.02,11.7783
798.12,11.5472
798.22,11.8436
798.32,12.3289
798.42,12.6722
798.52,12.7946
798.62,12.9155
798.72,13.2574
798.82,13.9
798.92,14.9517
799.02,16.1367
799.12,17.0807
799.22,17.633
799.32,17.8554
799.42,17.8299
799.52,17.5468
799.62,17.0171
799.72,16.3379
799.82,15.6891
799.92,15.2452
800.02,15.0025
800.12,14.8603
800.22,14.5378
800.32,13.7233
800.42,12.3607
800.52,10.8248
800.62,9.80244
800.72,9.7104
800.82,10.4832
800.92,11.6327
801.02,12.6577
801.12,13.2967
801.22,13.6337
801.32,13.9453
801.42,14.3361
801.52,14.5933
801.62,14.4309
801.72,13.6463
801.82,12.4019
801.92,11.1532
802.02,10.3245
802.12,9.98877
802.22,9.95963
802.32,10.0625
802.42,10.2383
802.52,10.4105
802.62,10.5258
802.72,10.587
802.82,10.5273
802.92,10.2172
803.02,9.82443
803.12,9.69433
803.22,10.0674
803.32,10.8958
803.42,11.866
803.52,12.6998
803.62,13.3395
803.72,13.8239
803.82,14.1348
803.92,14.2783
804.02,14.3335
804.12,14.2259
804.22,13.9508
804.32,13.6759
804.42,13.5872
804.52,13.7324
804.62,13.8916
804.72,13.7921
804.82,13.297
804.92,12.5399
805.02,11.7447
805.12,10.9937
805.22,10.4087
805.32,10.1884
805.42,10.5137
805.52,11.4425
805.62,12.7267
805.72,13.9655
805.82,14.6962
805.92,14.6252
806.02,13.67
806.12,12.0453
806.22,10.1672
806.32,8.49644
806.42,7.33015
806.52,6.84983
806.62,7.14049
806.72,8.14149
806.82,9.52477
806.92,10.8932
807.02,11.8571
807.12,12.3568
807.22,12.5441
807.32,12.6363
807.42,12.693
807.52,12.5779
807.62,12.1937
807.72,11.5208
807.82,10.7339
807.92,10.2035
808.02,10.0925
808.12,10.4396
808.22,11.003
808.32,11.4768
808.42,11.8718
808.52,12.3793
808.62,13.0919
808.72,13.8853
808.82,14.5246
808.92,14.747
809.02,14.3986
809.12,13.6884
809.22,13.0003
809.32,12.7169
809.42,12.9951
809.52,13.4914
809.62,13.7221
809.72,13.4437
809.82,12.6734
809.92,11.64
810.02,10.7978
810.12,10.6016
810.22,11.0756
810.32,11.8575
810.42,12.4573
810.52,12.5104
810.62,12.1473
810.72,11.7471
810.82,11.658
810.92,12.1326
811.02,13.0565
811.12,14.0931
811.22,14.7925
811.32,14.9853
811.42,14.8265
811.52,14.4995
811.62,14.2298
811.72,14.0789
811.82,13.9548
811.92,13.8364
812.02,13.7071
812.12,13.6532
812.22,13.7383
812.32,13.974
812.42,14.2887
812.52,14.5334
812.62,14.671
812.72,14.6568
812.82,14.5441
812.92,14.486
813.02,14.5354
813.12,14.7915
813.22,15.1912
813.32,15.4709
813.42,15.4742
813.52,15.2388
813.62,14.7788
813.72,14.0268
813.82,13.1102
813.92,12.2566
814.02,11.6357
814.12,11.3722
814.22,11.4451
814.32,11.8562
814.42,12.6162
814.52,13.5538
814.62,14.4091
814.72,15.1353
814.82,15.7913
814.92,16.2397
815.02,16.2599
815.12,15.7611
815.22,14.9061
815.32,13.8992
815.42,12.9565
815.52,12.3213
815.62,12.136
815.72,12.3473
815.82,12.7476
815.92,13.0815
816.02,13.219
816.12,13.2404
816.22,13.4236
816.32,13.9279
816.42,14.7273
816.52,15.5317
816.62,15.9572
816.72,15.8307
816.82,15.2578
816.92,14.5829
817.02,14.2055
817.12,14.3242
817.22,14.7666
817.32,15.1354
817.42,15.0686
817.52,14.5394
817.62,13.785
817.72,13.1052
817.82,12.723
817.92,12.5834
818.02,12.3802
818.12,11.9432
818.22,11.4125
818.32,11.1119
818.42,11.2618
818.52,11.7984
818.62,12.4002
818.72,12.7187
818.82,12.7855
818.92,12.7798
819.02,12.8949
819.12,13.171
819.22,13.2786
819.32,12.8011
819.42,11.7057
819.52,10.3483
819.62,9.32771
819.72,9.19602
819.82,10.2995
819.92,12.4202
820.02,14.8886
820.12,16.906
820.22,17.7915
820.32,17.2496
820.42,15.5326
820.52,13.3315
820.62,11.5267
820.72,10.7423
820.82,11.0029
820.92,11.8161
821.02,12.6692
821.12,13.2278
821.22,13.3108
821.32,12.9313
821.42,12.3147
821.52,11.8024
821.62,11.648
821.72,11.8779
821.82,12.3593
821.92,12.9936
822.02,13.6948
822.12,14.3186
822.22,14.8224
822.32,15.2389
822.42,15.4018
822.52,15.0397
822.62,13.9997
822.72,12.4964
822.82,11.1274
822.92,10.4847
823.02,10.6865
823.12,11.3582
823.22,12.0202
823.32,12.3593
823.42,12.3452
823.52,12.359
823.62,12.8004
823.72,13.6648
823.82,14.5902
823.92,15.1981
824.02,15.3415
824.12,15.1885
824.22,14.8789
824.32,14.355
824.42,13.4415
824.52,12.1447
824.62,10.7205
824.72,9.65508
824.82,9.42539
824.92,10.2011
825.02,11.571
825.12,12.9976
825.22,14.0924
825.32,14.7681
825.42,15.0686
825.52,15.0312
825.62,14.764
825.72,14.4385
825.82,14.1635
825.92,13.9525
826.02,13.753
826.12,13.4748
826.22,12.9548
826.32,12.0035
826.42,10.8525
826.52,10.0727
826.62,10.0849
826.72,10.8937
826.82,12.1515
826.92,13.3819
827.02,14.303
827.12,14.8497
827.22,15.2091
827.32,15.6837
827.42,16.4021
827.52,17.1336
827.62,17.4743
827.72,17.1353
827.82,16.0035
827.92,14.2621
828.02,12.4483
828.12,11.2762
828.22,11.1402
828.32,11.9364
828.42,13.0502
828.52,13.7657
828.62,13.6692
828.72,12.7767
828.82,11.5379
828.92,10.5785
829.02,10.1885
829.12,10.2686
829.22,10.5575
829.32,10.8353
829.42,10.8741
829.52,10.5488
829.62,9.94923
829.72,9.21534
829.82,8.50787
829.92,8.04743
830.02,7.88595
830.12,7.87137
830.22,7.89981
830.32,7.86519
830.42,7.80697
830.52,7.88123
830.62,8.02354
830.72,7.95073
830.82,7.53236
830.92,7.03366
831.02,6.90117
831.12,7.50628
831.22,8.95697
831.32,10.8786
831.42,12.6437
831.52,13.7036
831.62,13.848
831.72,13.2956
831.82,12.4757
831.92,11.8572
832.02,11.7194
832.12,12.2247
832.22,13.4635
832.32,15.2276
832.42,16.8511
832.52,17.6206
832.62,17.2014
832.72,15.9281
832.82,14.5277
832.92,13.7265
833.02,13.6916
833.12,14.0333
833.22,14.1837
833.32,13.778
833.42,12.9486
833.52,12.1576
833.62,11.7981
833.72,12.0659
833.82,12.8472
833.92,13.8394
834.02,14.6928
834.12,15.1537
834.22,15.156
834.32,14.7174
834.42,14.0558
834.52,13.5165
834.62,13.364
834.72,13.5928
834.82,13.8712
834.92,13.8356
835.02,13.4041
835.12,12.7432
835.22,12.1458
835.32,11.8787
835.42,12.0681
835.52,12.5667
835.62,13.0654
835.72,13.3504
835.82,13.4484
835.92,13.5358
836.02,13.8534
836.12,14.5551
836.22,15.6445
836.32,16.9355
836.42,18.0861
836.52,18.7729
836.62,18.7245
836.72,17.7915
836.82,16.1184
836.92,14.2057
837.02,12.6796
837.12,12.0009
837.22,12.2761
837.32,13.258
837.42,14.4755
837.52,15.5297
837.62,16.2106
837.72,16.642
837.82,17.1043
837.92,17.655
838.02,18.0777
838.12,18.0277
838.22,17.3059
838.32,15.9034
838.42,14.0763
838.52,12.3227
838.62,11.1139
838.72,10.6784
838.82,10.9938
838.92,11.7647
839.02,12.7382
839.12,13.8369
839.22,15.0424
839.32,16.2667
839.42,17.3319
839.52,17.9538
839.62,18.0329
839.72,17.8215
839.82,17.7147
839.92,17.9742
840.02,18.5807
840.12,19.1644
840.22,19.2196
840.32,18.5565
840.42,17.4687
840.52,16.552
840.62,16.3923
840.72,17.1489
840.82,18.4103
840.92,19.5433
841.02,20.0771
841.12,19.7324
841.22,18.7713
841.32,17.7178
841.42,17.0099
841.52,16.8346
841.62,17.0102
841.72,17.0376
841.82,16.5965
841.92,15.7247
842.02,14.8491
842.12,14.2745
842.22,14.2562
842.32,14.7517
842.42,15.4054
842.52,15.8727
842.62,16.1076
842.72,16.2215
842.82,16.4476
842.92,16.9498
843.02,17.7704
843.12,18.8562
843.22,20.1086
843.32,21.236
843.42,21.9655
843.52,22.2539
843.62,22.1374
843.72,21.6642
843.82,20.9835
843.92,20.1847
844.02,19.1303
844.12,17.6724
844.22,15.9031
844.32,14.1029
844.42,12.6632
844.52,11.9516
844.62,11.9793
844.72,12.6044
844.82,13.7179
844.92,15.323
845.02,17.375
845.12,19.642
845.22,21.5909
845.32,22.5288
845.42,22.0844
845.52,20.4904
845.62,18.374
845.72,16.5086
845.82,15.4329
845.92,15.1447
846.02,15.1668
846.12,15.206
846.22,15.332
846.32,15.6363
846.42,16.1114
846.52,16.5244
846.62,16.5831
846.72,16.2392
846.82,15.6842
846.92,15.2235
847.02,15.0019
847.12,14.9803
847.22,14.9373
847.32,14.6317
847.42,14.0953
847.52,13.6454
847.62,13.586
847.72,13.9327
847.82,14.3445
847.92,14.5203
848.02,14.439
848.12,14.2223
848.22,14.0053
848.32,13.8154
848.42,13.6134
848.52,13.4066
848.62,13.3594
848.72,13.6448
848.82,14.2539
848.92,15.0455
849.02,15.71
849.12,16.0042
849.22,16.152
849.32,16.5614
849.42,17.3463
849.52,18.1699
849.62,18.5861
849.72,18.4476
849.82,17.7998
849.92,16.8314
850.02,15.576
850.12,13.8548
850.22,11.563
850.32,8.78747
850.42,5.9208
850.52,3.57851
850.62,2.14193
850.72,1.55841
850.82,1.35317
850.92,1.17148
851.02,0.950941
851.12,0.732432
851.22,0.574781
851.32,0.533566
851.42,0.661165
851.52,0.987642
851.62,1.45657
851.72,1.91662
851.82,2.1979
851.92,2.19429
852.02,1.92879
852.12,1.52674
852.22,1.15471
852.32,0.928907
852.42,0.867949
852.52,0.87002
852.62,0.866027
852.72,0.90399
852.82,1.06358
852.92,1.38627
853.02,1.84678
853.12,2.3322
853.22,2.78162
853.32,3.27359
853.42,3.90841
853.52,4.65359
853.62,5.26916
853.72,5.45635
853.82,5.06141
853.92,4.1581
854.02,3.04916
854.12,2.11928
854.22,1.59815
854.32,1.44394
854.42,1.41303
854.52,1.30809
854.62,1.08175
854.72,0.795508
854.82,0.520611
854.92,0.267836
855.02,0.0576529
855.12,-999.25
855.22,-999.25
855.32,0.206994
855.42,0.569321
855.52,1.00298
855.62,1.42539
855.72,1.74913
855.82,1.90331
855.92,1.86942
856.02,1.68126
856.12,1.4087
856.22,1.10899
856.32,0.811017
856.42,0.573936
856.52,0.483316
856.62,0.551583
856.72,0.720984
856.82,0.916138
856.92,1.08739
857.02,1.21127
857.12,1.29485
857.22,1.33895
857.32,1.32901
857.42,1.27949
857.52,1.2724
857.62,1.38612
857.72,1.65633
857.82,2.02983
857.92,2.38454
858.02,2.5899
858.12,2.65887
858.22,2.6995
858.32,2.77826
858.42,2.88006
858.52,2.94949
858.62,2.91277
858.72,2.77514
858.82,2.59077
858.92,2.40539
859.02,2.19204
859.12,1.92634
859.22,1.60129
859.32,1.28664
859.42,1.17269
859.52,1.35497
859.62,1.7015
859.72,2.01013
859.82,2.19551
859.92,2.30149
860.02,2.39419
860.12,2.48148
860.22,2.49401
860.32,2.33724
860.42,2.00353
860.52,1.60125
860.62,1.33897
860.72,1.41363
860.82,1.81028
860.92,2.2701
861.02,2.52134
861.12,2.46857
861.22,2.19794
861.32,1.87594
861.42,1.66124
861.52,1.62833
861.62,1.75873
861.72,1.96416
861.82,2.18677
861.92,2.43495
862.02,2.69098
862.12,2.90123
862.22,2.96453
862.32,2.88678
862.42,2.81315
862.52,2.83773
862.62,2.94072
862.72,3.01897
862.82,3.00669
862.92,2.93343
863.02,2.84202
863.12,2.80589
863.22,2.83768
863.32,2.89078
863.42,2.91484
863.52,2.81966
863.62,2.65493
863.72,2.58694
863.82,2.73632
863.92,3.06651
864.02,3.40816
864.12,3.60017
864.22,3.52879
864.32,3.13755
864.42,2.46884
864.52,1.63116
864.62,0.812463
864.72,0.226155
864.82,0.0182981
864.92,0.171121
865.02,0.535347
865.12,0.918258
865.22,1.1494
865.32,1.15671
865.42,1.01984
865.52,0.903834
865.62,0.916653
865.72,1.07457
865.82,1.32035
865.92,1.49998
866.02,1.5202
866.12,1.37104
866.22,1.08127
866.32,0.693965
866.42,0.28388
866.52,-999.25
866.62,-999.25
866.72,-999.25
866.82,-999.25
866.92,0.185578
867.02,0.91239
867.12,1.78833
867.22,2.56955
867.32,2.99988
867.42,2.95565
867.52,2.54041
867.62,2.02355
867.72,1.71006
867.82,1.86544
867.92,2.56589
868.02,3.59532
868.12,4.65648
868.22,5.38574
868.32,5.52745
868.42,5.03237
868.52,4.07667
868.62,3.00594
868.72,2.16179
868.82,1.72026
868.92,1.64523
869.02,1.75459
869.12,1.88583
869.22,1.90236
869.32,1.72785
869.42,1.39991
869.52,1.04717
869.62,0.821977
869.72,0.795784
869.82,0.991879
869.92,1.36092
870.02,1.83444
870.12,2.32434
870.22,2.74683
870.32,3.03551
870.42,3.13449
870.52,2.99041
870.62,2.60233
870.72,2.04149
870.82,1.46589
870.92,1.10935
871.02,1.22265
871.12,1.8199
871.22,2.67453
871.32,3.45148
871.42,3.83682
871.52,3.67428
871.62,3.11161
871.72,2.48002
871.82,2.04162
871.92,1.87937
872.02,1.86259
872.12,1.78055
872.22,1.62438
872.32,1.52361
872.42,1.60074
872.52,1.84486
872.62,2.12083
872.72,2.2142
872.82,1.98688
872.92,1.52663
873.02,1.09124
873.12,0.911523
873.22,1.13212
873.32,1.68733
873.42,2.3636
873.52,2.89787
873.62,3.10013
873.72,2.92896
873.82,2.48854
873.92,1.94624
874.02,1.46361
874.12,1.14997
874.22,1.10661
874.32,1.37254
874.42,1.86896
874.52,2.43424
874.62,2.86056
874.72,3.01849
874.82,2.88689
874.92,2.59579
875.02,2.3611
875.12,2.33694
875.22,2.49785
875.32,2.70678
875.42,2.82704
875.52,2.77455
875.62,2.53695
875.72,2.17738
875.82,1.82549
875.92,1.6768
876.02,1.90485
876.12,2.46682
876.22,3.15277
876.32,3.67489
876.42,3.86571
876.52,3.72535
876.62,3.39806
876.72,3.06869
876.82,2.82701
876.92,2.68478
877.02,2.66291
877.12,2.75889
877.22,3.01276
877.32,3.40156
877.42,3.75435
877.52,3.83668
877.62,3.47757
877.72,2.74027
877.82,1.89435
877.92,1.27677
878.02,1.09379
878.12,1.29117
878.22,1.64576
878.32,1.87701
878.42,1.81067
878.52,1.5176
878.62,1.18931
878.72,0.988627
878.82,0.943503
878.92,0.987548
879.02,1.00447
879.12,0.948636
879.22,0.909124
879.32,0.974722
879.42,1.1877
879.52,1.53
879.62,1.90232
879.72,2.18126
879.82,2.28128
879.92,2.21936
880.02,2.04849
880.12,1.8233
880.22,1.61095
880.32,1.44838
880.42,1.37431
880.52,1.403
880.62,1.51245
880.72,1.67502
880.82,1.84442
880.92,1.95628
881.02,1.96498
881.12,1.92077
881.22,1.9722
881.32,2.19458
881.42,2.55329
881.52,2.91026
881.62,3.10257
881.72,3.02064
881.82,2.66634
881.92,2.17423
882.02,1.73785
882.12,1.43382
882.22,1.29232
882.32,1.31502
882.42,1.45572
882.52,1.62362
882.62,1.73861
882.72,1.7754
882.82,1.7792
882.92,1.76761
883.02,1.72073
883.12,1.6333
883.22,1.61192
883.32,1.71158
883.42,1.86949
883.52,2.01091
883.62,2.03715
883.72,1.86585
883.82,1.54852
883.92,1.19313
884.02,0.949463
884.12,0.923782
884.22,1.0907
884.32,1.32039
884.42,1.49156
884.52,1.56241
884.62,1.53113
884.72,1.40661
884.82,1.20055
884.92,0.916205
885.02,0.606409
885.12,0.368104
885.22,0.255455
885.32,0.299067
885.42,0.500206
885.52,0.805535
885.62,1.14758
885.72,1.46445
885.82,1.69213
885.92,1.81771
886.02,1.87292
886.12,1.86394
886.22,1.77063
886.32,1.57332
886.42,1.30912
886.52,1.09167
886.62,1.10788
886.72,1.44463
886.82,1.97526
886.92,2.48019
887.02,2.72297
887.12,2.54794
887.22,2.01816
887.32,1.34029
887.42,0.747118
887.52,0.393141
887.62,0.271017
887.72,0.294589
887.82,0.434696
887.92,0.712353
888.02,1.08892
888.12,1.45581
888.22,1.73095
888.32,1.89219
888.42,1.93077
888.52,1.84535
888.62,1.62223
888.72,1.31415
888.82,1.05861
888.92,1.01189
889.02,1.27979
889.12,1.88623
889.22,2.70282
889.32,3.45801
889.42,3.85761
889.52,3.81233
889.62,3.41302
889.72,2.85766
889.82,2.34524
889.92,2.01376
890.02,1.87339
890.12,1.8463
890.22,1.7896
890.32,1.62006
890.42,1.39233
890.52,1.25558
890.62,1.34439
890.72,1.64992
890.82,2.02807
890.92,2.28943
891.02,2.27634
891.12,1.97811
891.22,1.52214
891.32,1.10005
891.42,0.883568
891.52,0.882475
891.62,1.02405
891.72,1.2072
891.82,1.36785
891.92,1.49409
892.02,1.55775
892.12,1.53937
892.22,1.44629
892.32,1.31959
892.42,1.17325
892.52,1.00248
892.62,0.914278
892.72,1.09061
892.82,1.56489
892.92,2.23843
893.02,2.92272
893.12,3.43856
893.22,3.63556
893.32,3.47427
893.42,3.04111
893.52,2.49912
893.62,2.01985
893.72,1.74014
893.82,1.71872
893.92,1.98227
894.02,2.44083
894.12,2.91747
894.22,3.23532
894.32,3.26721
894.42,2.98721
894.52,2.51531
894.62,2.0349
894.72,1.70749
894.82,1.56159
894.92,1.50892
895.02,1.44397
895.12,1.32831
895.22,1.17319
895.32,1.01796
895.42,0.981376
895.52,1.14577
895.62,1.40749
895.72,1.65189
895.82,1.8474
895.92,1.96709
896.02,1.99325
896.12,1.91415
896.22,1.71467
896.32,1.39134
896.42,0.996962
896.52,0.608271
896.62,0.312453
896.72,0.199247
896.82,0.283248
896.92,0.508077
897.02,0.817291
897.12,1.19672
897.22,1.56183
897.32,1.78321
897.42,1.76409
897.52,1.47646
897.62,1.0286
897.72,0.714299
897.82,0.78868
897.92,1.30963
898.02,2.12795
898.12,3.01336
898.22,3.71286
898.32,4.11763
898.42,4.22968
898.52,4.10009
898.62,3.81023
898.72,3.43861
898.82,3.02171
898.92,2.62137
899.02,2.325
899.12,2.13725
899.22,1.97563
899.32,1.77894
899.42,1.51656
899.52,1.2218
899.62,0.984526
899.72,0.856993
899.82,0.833936
899.92,0.882351
900.02,0.945622
900.12,0.964978
900.22,0.905652
900.32,0.756414
900.42,0.58291
900.52,0.510309
900.62,0.613866
900.72,0.893334
900.82,1.25413
900.92,1.55699
901.02,1.67614
901.12,1.58956
901.22,1.40145
901.32,1.22197
901.42,1.11033
901.52,1.0539
901.62,1.02852
901.72,1.06999
901.82,1.19055
901.92,1.39204
902.02,1.67438
902.12,2.01496
902.22,2.30283
902.32,2.40304
902.42,2.25181
902.52,1.89105
902.62,1.44862
902.72,1.06243
902.82,0.84844
902.92,0.869595
903.02,1.08843
903.12,1.40842
903.22,1.69817
903.32,1.94383
903.42,2.18815
903.52,2.47051
903.62,2.72304
903.72,2.80086
903.82,2.60433
903.92,2.17887
904.02,1.71049
904.12,1.38048
904.22,1.24731
904.32,1.24887
904.42,1.21957
904.52,1.05406
904.62,0.83706
904.72,0.806539
904.82,1.11667
904.92,1.72686
905.02,2.415
905.12,2.92679
905.22,3.14593
905.32,3.10527
905.42,2.93458
905.52,2.75824
905.62,2.70571
905.72,2.8455
905.82,3.12844
905.92,3.44767
906.02,3.62854
906.12,3.49751
906.22,2.98121
906.32,2.18059
906.42,1.38117
906.52,0.901809
906.62,0.876667
906.72,1.2201
906.82,1.75113
906.92,2.3039
907.02,2.80383
907.12,3.17752
907.22,3.35662
907.32,3.32905
907.42,3.1799
907.52,3.01493
907.62,2.95199
907.72,3.08968
907.82,3.39788
907.92,3.70882
908.02,3.77273
908.12,3.28362
908.22,2.21703
908.32,0.897758
908.42,-999.25
908.52,-999.25
908.62,-999.25
908.72,0.536011
908.82,1.43334
908.92,2.03211
909.02,2.11953
909.12,1.74233
909.22,1.21627
909.32,0.823286
909.42,0.655659
909.52,0.677378
909.62,0.801884
909.72,0.9994
909.82,1.34477
909.92,1.97673
910.02,2.97686
910.12,4.26465
910.22,5.53902
910.32,6.42535
910.42,6.69183
910.52,6.44226
910.62,6.03776
910.72,5.76473
910.82,5.66351
910.92,5.55172
911.02,5.21846
911.12,4.61374
911.22,3.86323
911.32,3.29123
911.42,3.16563
911.52,3.47322
911.62,3.97476
911.72,4.43836
911.82,4.74386
911.92,4.86508
912.02,4.82994
912.12,4.73967
912.22,4.65252
912.32,4.56063
912.42,4.3567
912.52,3.9546
912.62,3.4329
912.72,2.98616
912.82,2.7615
912.92,2.84896
913.02,3.22757
913.12,3.67064
913.22,3.89429
913.32,3.7847
913.42,3.46455
913.52,3.25544
913.62,3.44837
913.72,4.10529
913.82,4.98631
913.92,5.64929
914.02,5.68931
914.12,4.99643
914.22,3.88717
914.32,2.85779
914.42,2.28509
914.52,2.33277
914.62,2.84063
914.72,3.52218
914.82,4.03602
914.92,4.12726
915.02,3.74351
915.12,2.98706
915.22,2.03952
915.32,1.10983
915.42,0.410269
915.52,0.0759976
915.62,0.0512373
915.72,0.200464
915.82,0.353518
915.92,0.449894
916.02,0.597179
916.12,0.945689
916.22,1.58909
916.32,2.49853
916.42,3.50629
916.52,4.3352
916.62,4.80692
916.72,4.88844
916.82,4.62774
916.92,4.15443
917.02,3.62246
917.12,3.17659
917.22,2.88658
917.32,2.75506
917.42,2.79131
917.52,3.0128
917.62,3.41219
917.72,3.8707
917.82,4.24187
917.92,4.44348
918.02,4.37567
918.12,4.00713
918.22,3.40191
918.32,2.7005
918.42,2.09214
918.52,1.70673
918.62,1.57822
918.72,1.7162
918.82,2.04008
918.92,2.25599
919.02,2.13593
919.12,1.68328
919.22,1.05052
919.32,0.435243
919.42,0.0499512
919.52,0.0564074
919.62,0.437353
919.72,1.05351
919.82,1.68172
919.92,2.16198
920.02,2.50626
920.12,2.69976
920.22,2.66059
920.32,2.38933
920.42,1.97792
920.52,1.60554
920.62,1.43543
920.72,1.58984
920.82,2.07191
920.92,2.74337
921.02,3.33242
921.12,3.60252
921.22,3.46259
921.32,3.05151
921.42,2.6409
921.52,2.46258
921.62,2.57334
921.72,2.945
921.82,3.51335
921.92,4.13778
922.02,4.59985
922.12,4.77758
922.22,4.64891
922.32,4.24704
922.42,3.6359
922.52,2.92368
922.62,2.32835
922.72,2.10737
922.82,2.32628
922.92,2.84075
923.02,3.43194
923.12,3.97757
923.22,4.43421
923.32,4.79954
923.42,5.14439
923.52,5.5205
923.62,5.89072
923.72,6.18236
923.82,6.35175
923.92,6.45738
924.02,6.52131
924.12,6.51937
924.22,6.34954
924.32,5.92912
924.42,5.25239
924.52,4.43271
924.62,3.59846
924.72,2.83095
924.82,2.1708
924.92,1.70874
925.02,1.52328
925.12,1.65917
925.22,1.96962
925.32,2.23969
925.42,2.31513
925.52,2.12826
925.62,1.70722
925.72,1.09781
925.82,0.366218
925.92,-999.25
926.02,-999.25
926.12,-999.25
926.22,-999.25
926.32,1.29675
926.42,3.19708
926.52,5.24345
926.62,6.86665
926.72,7.5956
926.82,7.25213
926.92,6.05604
927.02,4.45573
927.12,2.93686
927.22,1.922
927.32,1.53438
927.42,1.64122
927.52,2.05115
927.62,2.61434
927.72,3.28996
927.82,4.04833
927.92,4.74601
928.02,5.21663
928.12,5.35595
928.22,5.18652
928.32,4.81775
928.42,4.43117
928.52,4.1611
928.62,4.02152
928.72,4.01765
928.82,4.09667
928.92,4.12774
929.02,4.02837
929.12,3.77267
929.22,3.37093
929.32,2.87353
929.42,2.44285
929.52,2.20885
929.62,2.18942
929.72,2.3682
929.82,2.64816
929.92,2.98362
930.02,3.30805
930.12,3.57188
930.22,3.73478
930.32,3.73907
930.42,3.57838
930.52,3.3491
930.62,3.18891
930.72,3.19558
930.82,3.28414
930.92,3.28715
931.02,3.09608
931.12,2.7985
931.22,2.60939
